retention,area
18.213,157929
18.22,160471
18.228,165442
18.235,172732
18.242,182424
18.25,182367
18.257,181567
18.264,174934
18.272,161921
18.279,150140
18.286,140858
18.294,134372
18.301,128350
18.308,123502
18.316,123365
18.323,126901
18.33,133683
18.338,151038
18.345,178680
18.352,210768
18.36,242913
18.367,260352
18.374,268893
18.381,255338
18.389,234371
18.396,213771
18.403,194859
18.411,182703
18.418,171329
18.425,159922
18.433,152977
18.44,145888
18.447,140770
18.455,139168
18.462,137781
18.469,134040
18.477,129566
18.484,126476
18.491,124845
18.499,123436
18.506,124730
18.513,128406
18.521,130581
18.528,134876
18.535,137667
18.543,137645
18.55,138072
18.557,138893
18.565,138604
18.572,136679
18.579,132478
18.586,132777
18.594,127071
18.601,124109
18.608,123247
18.616,121042
18.623,121146
18.63,124255
18.638,125313
18.645,125661
18.652,126909
18.66,125266
18.667,124553
18.674,123353
18.682,119414
18.689,117680
18.696,116487
18.704,116300
18.711,116695
18.718,118412
18.726,115885
18.733,119157
18.74,120010
18.748,119111
18.755,122151
18.762,123235
18.77,124644
18.777,126904
18.784,128188
18.791,129984
18.799,135798
18.806,139321
18.813,144689
18.821,152456
18.828,167694
18.835,189047
18.843,220889
18.85,253805
18.857,279780
18.865,299505
18.872,303468
18.879,306079
18.887,296650
18.894,286516
18.901,265878
18.909,238918
18.916,213123
18.923,192783
18.931,174584
18.938,160227
18.945,149502
18.953,143094
18.96,139613
18.967,136259
18.975,129908
18.982,124962
18.989,122583
18.997,115879
19.004,117310
19.011,116247
19.018,116724
19.026,118679
19.033,116377
19.04,117321
19.048,115459
19.055,113974
19.062,112896
19.07,112777
19.077,114237
19.084,118192
19.092,127628
19.099,139113
19.106,154750
19.114,170372
19.121,175066
19.128,176702
19.136,171556
19.143,160739
19.15,152737
19.158,144193
19.165,138218
19.172,130607
19.18,126229
19.187,120085
19.194,114862
19.202,111169
19.209,106542
19.216,104621
19.224,104282
19.231,104676
19.238,103809
19.245,105574
19.253,108704
19.26,109282
19.267,111656
19.275,112549
19.282,115284
19.289,116734
19.297,118842
19.304,119286
19.311,119534
19.319,117874
19.326,117448
19.333,115549
19.341,112272
19.348,110158
19.355,110407
19.363,112087
19.37,109506
19.377,109925
19.385,108433
19.392,107928
19.399,106032
19.407,105498
19.414,104008
19.421,104065
19.429,103943
19.436,102652
19.443,105760
19.45,109007
19.458,117751
19.465,126357
19.472,139641
19.48,147483
19.487,154452
19.494,156463
19.502,150073
19.509,137816
19.516,127701
19.524,118824
19.531,112702
19.538,104535
19.546,104476
19.553,103884
19.56,107664
19.568,109714
19.575,112019
19.582,114010
19.59,111718
19.597,109768
19.604,109254
19.612,107901
19.619,104592
19.626,105388
19.634,104744
19.641,104387
19.648,106956
19.656,112509
19.663,117236
19.67,130419
19.677,147041
19.685,167921
19.692,186961
19.699,204163
19.707,216246
19.714,216049
19.721,203699
19.729,190525
19.736,169780
19.743,155226
19.751,138096
19.758,127603
19.765,118711
19.773,114647
19.78,110490
19.787,108510
19.795,107732
19.802,106330
19.809,107978
19.817,109185
19.824,107271
19.831,107303
19.839,106766
19.846,104039
19.853,104454
19.861,107361
19.868,109200
19.875,115603
19.882,122722
19.89,132782
19.897,149762
19.904,173837
19.912,194207
19.919,213448
19.926,217159
19.934,214125
19.941,197358
19.948,176296
19.956,151807
19.963,137564
19.97,126747
19.978,119315
19.985,116351
19.992,116153
20,115567
20.007,116656
20.014,116167
20.022,115404
20.029,114747
20.036,113132
20.044,114302
20.051,112103
20.058,116295
20.066,120909
20.073,128451
20.08,135628
20.088,142611
20.095,146199
20.102,147828
20.109,150929
20.117,149640
20.124,150927
20.131,151231
20.139,153408
20.146,155616
20.153,158148
20.161,160273
20.168,158192
20.175,158820
20.183,157669
20.19,159789
20.197,165223
20.205,175735
20.212,185072
20.219,185674
20.227,179304
20.234,165613
20.241,151162
20.249,134322
20.256,123189
20.263,112174
20.271,105412
20.278,100637
20.285,97862
20.293,99985
20.3,103505
20.307,113567
20.314,122688
20.322,136258
20.329,148197
20.336,152303
20.344,149310
20.351,139689
20.358,130514
20.366,121551
20.373,113933
20.38,110904
20.388,106809
20.395,105220
20.402,105420
20.41,106504
20.417,104440
20.424,105858
20.432,109650
20.439,110598
20.446,113989
20.454,115405
20.461,117387
20.468,115458
20.476,114961
20.483,115852
20.49,119927
20.498,132454
20.505,146064
20.512,165863
20.519,184934
20.527,193231
20.534,193231
20.541,184609
20.549,170354
20.556,150849
20.563,135643
20.571,122803
20.578,115297
20.585,109186
20.593,109327
20.6,107673
20.607,109030
20.615,112206
20.622,114578
20.629,115932
20.637,115347
20.644,113087
20.651,111295
20.659,105811
20.666,101666
20.673,101788
20.681,99582
20.688,97714
20.695,96005
20.703,94441
20.71,92646
20.717,92398
20.725,90425
20.732,90472
20.739,93047
20.746,96937
20.754,103845
20.761,115758
20.768,131080
20.776,162291
20.783,217542
20.79,293185
20.798,402129
20.805,529683
20.812,652112
20.82,740727
20.827,758883
20.834,695431
20.842,559560
20.849,399660
20.856,278276
20.864,196854
20.871,155612
20.878,134605
20.886,132617
20.893,135085
20.9,145916
20.908,154320
20.915,159111
20.922,158335
20.93,150745
20.937,142659
20.944,132040
20.951,124946
20.959,121508
20.966,117906
20.973,117177
20.981,119526
20.988,125865
20.995,129638
21.003,136336
21.01,140376
21.017,138513
21.025,133586
21.032,128566
21.039,118039
21.047,112189
21.054,106761
21.061,104335
21.069,103081
21.076,102915
21.083,106298
21.091,108666
21.098,110554
21.105,111635
21.113,110846
21.12,111367
21.127,111358
21.135,109608
21.142,111142
21.149,107714
21.157,110072
21.164,111680
21.171,114319
21.178,123762
21.186,135646
21.193,154304
21.2,188536
21.208,239494
21.215,315157
21.222,432850
21.23,591043
21.237,785580
21.244,1025101
21.252,1298625
21.259,1584908
21.266,1848937
21.274,2148563
21.281,2450828
21.288,2733877
21.296,3001965
21.303,3263985
21.31,3352075
21.318,2861169
21.325,1521970
21.332,575924
21.34,339989
21.347,304521
21.354,300833
21.362,296721
21.369,284370
21.376,249126
21.383,208352
21.391,169634
21.398,138806
21.405,123022
21.413,115045
21.42,110527
21.427,108919
21.435,102804
21.442,101381
21.449,102713
21.457,100997
21.464,101817
21.471,102044
21.479,101825
21.486,101927
21.493,96857
21.501,95798
21.508,93558
21.515,91705
21.523,94172
21.53,99082
21.537,110919
21.545,131817
21.552,156787
21.559,177132
21.567,189733
21.574,184136
21.581,163124
21.589,144111
21.596,123923
21.603,110124
21.61,102005
21.618,96993
21.625,94069
21.632,93630
21.64,91634
21.647,90614
21.654,87694
21.662,87622
21.669,86313
21.676,84400
21.684,83542
21.691,83321
21.698,83888
21.706,84392
21.713,82328
21.72,80212
21.728,80286
21.735,81292
21.742,77097
21.75,76379
21.757,77266
21.764,76680
21.772,74710
21.779,75209
21.786,74216
21.794,73925
21.801,72920
21.808,73270
21.815,72563
21.823,72235
21.83,72972
21.837,72308
21.845,72355
21.852,73362
21.859,73856
21.867,75618
21.874,74289
21.881,74525
21.889,75319
21.896,73798
21.903,74308
21.911,74605
21.918,76401
21.925,77030
21.933,79859
21.94,81942
21.947,80895
21.955,79512
21.962,80414
21.969,79924
21.977,80941
21.984,90430
21.991,99833
21.999,112422
22.006,126113
22.013,133478
22.021,140121
22.028,148531
22.035,159180
22.042,180339
22.05,211454
22.057,246410
22.064,287064
22.072,304338
22.079,304403
22.086,285176
22.094,247148
22.101,203228
22.108,164017
22.116,131629
22.123,109579
22.13,99837
22.138,91824
22.145,88114
22.152,84705
22.16,82370
22.167,82176
22.174,81262
22.182,81286
22.189,79972
22.196,82153
22.204,80270
22.211,81955
22.218,78787
22.226,78896
22.233,79556
22.24,80408
22.247,82173
22.255,85239
22.262,86669
22.269,86753
22.277,83327
22.284,81430
22.291,79568
22.299,77295
22.306,77444
22.313,77750
22.321,77500
22.328,77602
22.335,78905
22.343,78085
22.35,75701
22.357,76062
22.365,73264
22.372,71650
22.379,71353
22.387,68947
22.394,70395
22.401,70464
22.409,72981
22.416,74553
22.423,78904
22.431,81980
22.438,83763
22.445,83251
22.452,79208
22.46,79378
22.467,80296
22.474,79847
22.482,88013
22.489,101505
22.496,122102
22.504,149327
22.511,182940
22.518,212819
22.526,234304
22.533,237509
22.54,225644
22.548,194419
22.555,168750
22.562,141628
22.57,122486
22.577,105625
22.584,96458
22.592,91199
22.599,85980
22.606,86585
22.614,84323
22.621,85097
22.628,82336
22.636,82201
22.643,82406
22.65,80263
22.658,80569
22.665,79287
22.672,78721
22.679,75828
22.687,74500
22.694,73201
22.701,74145
22.709,75771
