retention,area
22.716,76790
22.723,78755
22.731,80438
22.738,80654
22.745,81507
22.753,83793
22.76,84046
22.767,84236
22.775,86056
22.782,84374
22.789,87565
22.797,95659
22.804,102718
22.811,117087
22.819,130317
22.826,137440
22.833,142657
22.841,137765
22.848,127923
22.855,116816
22.863,108361
22.87,100192
22.877,93989
22.884,88595
22.892,84318
22.899,79363
22.906,79899
22.914,82999
22.921,89668
22.928,103322
22.936,117926
22.943,129686
22.95,138684
22.958,140725
22.965,134477
22.972,124586
22.98,110294
22.987,99253
22.994,89636
23.002,84620
23.009,82542
23.016,79655
23.024,79408
23.031,79845
23.038,79092
23.046,79460
23.053,76248
23.06,75114
23.068,73019
23.075,74598
23.082,73033
23.09,73863
23.097,74212
23.104,76416
23.111,75199
23.119,75100
23.126,72405
23.133,70231
23.141,69584
23.148,69776
23.155,70226
23.163,68378
23.17,71416
23.177,72601
23.185,77651
23.192,81624
23.199,90005
23.207,97099
23.214,104371
23.221,110369
23.229,117832
23.236,127455
23.243,147961
23.251,175385
23.258,209391
23.265,239121
23.273,259206
23.28,257642
23.287,226192
23.295,184938
23.302,144130
23.309,116876
23.316,96663
23.324,85164
23.331,83360
23.338,81730
23.346,82363
23.353,81018
23.36,82103
23.368,82890
23.375,82638
23.382,80448
23.39,77754
23.397,77344
23.404,77461
23.412,77742
23.419,78202
23.426,79924
23.434,82517
23.441,83512
23.448,83740
23.456,80961
23.463,81362
23.47,80637
23.478,83006
23.485,91078
23.492,104264
23.5,131625
23.507,182684
23.514,255052
23.522,346826
23.529,434179
23.536,504381
23.543,520643
23.551,466625
23.558,365894
23.565,271151
23.573,190256
23.58,145026
23.587,124399
23.595,119883
23.602,129867
23.609,142766
23.617,154207
23.624,159617
23.631,153588
23.639,140050
23.646,124504
23.653,118444
23.661,123173
23.668,143010
23.675,168771
23.683,195024
23.69,216122
23.697,215329
23.705,204868
23.712,178075
23.719,151440
23.727,125974
23.734,104035
23.741,89418
23.748,79765
23.756,71634
23.763,67742
23.77,64810
23.778,62999
23.785,63264
23.792,64605
23.8,67235
23.807,69480
23.814,71843
23.822,73439
23.829,69977
23.836,68974
23.844,66488
23.851,63890
23.858,61689
23.866,62821
23.873,63207
23.88,61337
23.888,59984
23.895,60904
23.902,60624
23.91,61404
23.917,64339
23.924,68026
23.932,74518
23.939,78774
23.946,82592
23.954,84197
23.961,81674
23.968,78449
23.975,74818
23.983,70715
23.99,67892
23.997,65851
24.005,65692
24.012,66267
24.019,66258
24.027,67482
24.034,66322
24.041,66119
24.049,66792
24.056,66380
24.063,68061
24.071,71716
24.078,76265
24.085,80928
24.093,85711
24.1,90928
24.107,97274
24.115,102518
24.122,111977
24.129,120463
24.137,127003
24.144,131921
24.151,127010
24.159,116312
24.166,105322
24.173,97996
24.18,92888
24.188,95274
24.195,99316
24.202,102115
24.21,102294
24.217,97633
24.224,92848
24.232,87837
24.239,83183
24.246,81554
24.254,81106
24.261,83522
24.268,88060
24.276,89463
24.283,87048
24.29,84678
24.298,81411
24.305,78547
24.312,77660
24.32,79653
24.327,84515
24.334,91346
24.342,92547
24.349,92069
24.356,87725
24.364,80464
24.371,77074
24.378,71711
24.385,69741
24.393,68691
24.4,67501
24.407,66264
24.415,64776
24.422,63970
24.429,60991
24.437,62907
24.444,63262
24.451,63498
24.459,62842
24.466,62089
24.473,59962
24.481,58320
24.488,57550
24.495,54641
24.503,54218
24.51,55354
24.517,54016
24.525,53759
24.532,53761
24.539,52456
24.547,52621
24.554,52179
24.561,51277
24.569,53073
24.576,53833
24.583,53675
24.591,55004
24.598,56533
24.605,57284
24.612,61022
24.62,61124
24.627,63647
24.634,63853
24.642,66772
24.649,70226
24.656,74780
24.664,84513
24.671,94462
24.678,110383
24.686,131106
24.693,149336
24.7,160900
24.708,167296
24.715,157980
24.722,137792
24.73,117072
24.737,102412
24.744,95923
24.752,96141
24.759,99435
24.766,99637
24.774,97178
24.781,96886
24.788,97804
24.796,103097
24.803,107858
24.81,112879
24.817,115746
24.825,113308
24.832,109748
24.839,104954
24.847,96144
24.854,90166
24.861,82541
24.869,75787
24.876,72713
24.883,71087
24.891,72229
24.898,78582
24.905,81687
24.913,87305
24.92,90890
24.927,95171
24.935,97559
24.942,99943
24.949,99849
24.957,95760
24.964,93576
24.971,87065
24.979,80211
24.986,76202
24.993,69826
25.001,66282
25.008,62473
25.015,63543
25.023,67608
25.03,72957
25.037,79909
25.044,83167
25.052,88146
25.059,88631
25.066,84140
25.074,81565
25.081,75550
25.088,71336
25.096,68698
25.103,66254
25.11,66690
25.118,64829
25.125,63424
25.132,62390
25.14,61352
25.147,59831
25.154,57486
25.162,58993
25.169,57291
25.176,60589
25.184,59727
25.191,60948
25.198,62495
25.206,62450
25.213,62537
25.22,63281
25.228,62150
25.235,58891
25.242,59572
25.249,60022
25.257,59653
25.264,58664
25.271,59612
25.279,61265
25.286,59895
25.293,60531
25.301,59983
25.308,61471
25.315,64668
25.323,69134
25.33,74908
25.337,79744
25.345,84679
25.352,84449
25.359,82380
25.367,79068
25.374,73179
25.381,68205
25.389,66532
25.396,60953
25.403,58887
25.411,57620
25.418,58247
25.425,58283
25.433,61147
25.44,67997
25.447,73850
25.454,79765
25.462,83977
25.469,89335
25.476,92874
25.484,89217
25.491,85592
25.498,81170
25.506,76602
25.513,69711
25.52,63597
25.528,57498
25.535,55911
25.542,54058
25.55,52420
25.557,54134
25.564,53944
25.572,54549
25.579,51956
25.586,51959
25.594,50035
25.601,48847
25.608,47369
25.616,48873
25.623,52070
25.63,53737
25.638,58834
25.645,66889
25.652,77854
25.66,94324
25.667,122371
25.674,160675
25.681,225875
25.689,309893
25.696,419775
25.703,556382
25.711,711021
25.718,875269
25.725,1061917
25.733,1266795
25.74,1485761
25.747,1719153
25.755,1943315
25.762,2206424
25.769,2481199
25.777,2742823
25.784,2986890
25.791,3248533
25.799,3473040
25.806,3678489
25.813,3927767
25.821,4119802
25.828,4342605
25.835,4515016
25.843,4707123
25.85,4902053
25.857,5059184
25.865,5189827
25.872,5260321
25.879,5368502
25.887,5449467
25.894,4900199
25.901,1470626
25.908,331409
25.916,253380
25.923,234668
25.93,213697
25.938,193929
25.945,168782
25.952,148101
25.96,133690
25.967,128927
25.974,125527
25.982,120674
25.989,112832
25.996,108717
26.004,101895
26.011,96553
26.018,89811
26.026,86748
26.033,86019
26.04,87371
26.048,92934
26.055,100327
26.062,106842
26.07,112710
26.077,118952
26.084,122104
26.092,122784
26.099,118410
26.106,106883
26.113,95249
26.121,81860
26.128,74725
26.135,70401
26.143,68099
26.15,65380
26.157,67144
26.165,66263
26.172,62505
26.179,59900
26.187,59572
26.194,59449
26.201,58667
26.209,61440
26.216,72673
26.223,94672
26.231,139935
26.238,220342
26.245,349438
26.253,514685
26.26,720420
26.267,947137
26.275,1169197
26.282,1339415
26.289,1372680
26.297,1220716
26.304,873084
26.311,528888
26.318,273183
26.326,155794
26.333,107407
26.34,87520
26.348,81240
26.355,77976
26.362,81548
26.37,87986
26.377,97826
26.384,109880
26.392,119042
26.399,124091
26.406,122330
26.414,116819
26.421,104633
26.428,93251
26.436,86699
26.443,79952
26.45,79111
26.458,82748
26.465,92663
26.472,106223
26.48,118580
26.487,124051
26.494,119184
26.502,110057
26.509,100992
26.516,95561
26.524,94698
26.531,97372
26.538,100476
26.545,100402
26.553,95446
26.56,88129
26.567,79937
26.575,70998
26.582,66650
26.589,62017
26.597,57871
26.604,53639
26.611,51112
26.619,48270
26.626,48144
26.633,46270
26.641,47215
26.648,48127
26.655,48334
26.663,50192
26.67,52282
26.677,50891
26.685,50946
26.692,49856
26.699,49452
26.707,48008
26.714,44499
26.721,45418
26.729,43471
26.736,41755
26.743,42078
26.75,44574
26.758,46669
26.765,49447
26.772,53651
26.78,56303
26.787,58043
26.794,57753
26.802,55202
26.809,54411
26.816,53834
26.824,54280
26.831,54848
26.838,56294
26.846,59754
26.853,61447
26.86,61483
26.868,61649
26.875,59994
26.882,61690
26.89,62818
26.897,66263
26.904,68608
26.912,71042
26.919,67612
26.926,64345
26.934,58954
26.941,55507
26.948,53606
26.956,53912
26.963,57320
26.97,59471
26.977,62800
26.985,66009
26.992,69181
26.999,71222
27.007,78156
27.014,84942
27.021,91007
27.029,93580
27.036,92659
27.043,91167
27.051,84392
27.058,77991
27.065,72149
27.073,66641
27.08,62550
27.087,57895
27.095,54012
27.102,52345
27.109,50739
27.117,48799
27.124,47107
27.131,48042
27.139,46927
27.146,47561
27.153,49932
27.161,51937
27.168,55885
27.175,64239
27.182,72436
27.19,81285
27.197,88572
27.204,92851
27.212,90672
27.219,85543
27.226,80660
27.234,71237
27.241,66210
27.248,64137
27.256,62748
27.263,61330
27.27,63053
27.278,63661
27.285,66618
27.292,66094
27.3,65225
27.307,62469
27.314,59847
27.322,59087
27.329,59104
27.336,59237
27.344,59986
27.351,62024
27.358,63249
27.366,60438
27.373,61718
27.38,61954
27.388,64555
27.395,67557
27.402,71101
27.409,74056
27.417,77126
27.424,73128
27.431,71764
27.439,66839
27.446,64590
27.453,64120
27.461,64363
27.468,64683
27.475,66432
27.483,66680
27.49,68428
27.497,68514
27.505,68896
27.512,69198
27.519,68974
27.527,68864
27.534,73357
27.541,84051
27.549,106344
27.556,138064
27.563,170560
27.571,200828
27.578,212829
27.585,206296
27.593,181828
27.6,149017
27.607,119475
27.614,103211
27.622,89384
27.629,81460
27.636,77162
27.644,72462
27.651,68968
27.658,63840
27.666,61246
27.673,59397
27.68,59310
27.688,59793
27.695,60805
27.702,62897
27.71,61257
27.717,60807
27.724,56969
27.732,52760
27.739,52704
27.746,51057
27.754,49959
27.761,49676
27.768,51486
27.776,52677
27.783,56175
27.79,55527
27.798,61455
27.805,69083
27.812,86161
27.82,119371
27.827,174097
27.834,250535
27.841,348278
27.849,438263
27.856,505678
27.863,517437
27.871,456929
27.878,352332
27.885,247530
27.893,165116
27.9,117061
27.907,91074
27.915,76104
27.922,70020
27.929,64062
27.937,61000
27.944,58763
27.951,55703
27.959,56933
27.966,54760
27.973,56471
27.981,55649
27.988,55207
27.995,55436
28.003,53248
28.01,52580
28.017,52193
28.025,56724
28.032,67271
28.039,89404
28.046,122078
28.054,170069
28.061,228433
28.068,285925
28.076,310523
28.083,296592
28.09,247273
28.098,182357
28.105,131370
28.112,94915
28.12,75202
28.127,63783
28.134,58557
28.142,54278
28.149,55013
28.156,54187
28.164,55991
28.171,55423
28.178,55483
28.186,55533
28.193,56986
28.2,56593
28.208,57978
28.215,58664
28.222,55539
28.23,52708
28.237,49595
28.244,49799
28.251,50150
28.259,48689
28.266,46863
28.273,45808
28.281,44597
28.288,40054
28.295,40546
28.303,39648
28.31,40599
28.317,39175
28.325,40667
28.332,40755
28.339,40904
28.347,42752
28.354,45437
28.361,48227
28.369,51878
28.376,57968
28.383,67011
28.391,71489
28.398,78757
28.405,82460
28.413,81335
28.42,78838
28.427,75365
28.435,70727
28.442,67132
28.449,63980
28.457,59483
28.464,60017
28.471,59320
28.478,59137
28.486,59430
28.493,58738
28.5,56666
28.508,53918
28.515,49487
28.522,46546
28.53,43847
28.537,40609
28.544,38267
28.552,38160
28.559,37975
28.566,37133
28.574,36030
28.581,36999
28.588,36651
28.596,36511
28.603,36919
28.61,37661
28.618,38465
28.625,41749
28.632,45534
28.64,51314
28.647,56436
28.654,57771
28.662,58765
28.669,55328
28.676,50666
28.683,46809
28.691,43211
28.698,44915
28.705,42163
28.713,41035
28.72,41355
28.727,39919
28.735,40774
28.742,40607
28.749,43114
28.757,44006
28.764,46819
28.771,48633
28.779,49055
28.786,47323
28.793,44675
28.801,43075
28.808,41054
28.815,38507
28.823,39019
28.83,38765
28.837,38637
28.845,40682
28.852,39943
28.859,41543
28.867,42107
28.874,42942
28.881,44797
28.889,45015
28.896,47038
28.903,47670
28.91,46287
28.918,44525
28.925,44211
28.932,46713
28.94,49627
28.947,54547
28.954,58023
28.962,59515
28.969,60051
28.976,59842
28.984,59279
28.991,56720
28.998,54837
29.006,52835
29.013,53708
29.02,51631
29.028,49501
29.035,48376
29.042,48100
29.05,45729
29.057,43865
29.064,42325
29.072,41270
29.079,41418
29.086,42968
29.094,45743
29.101,52225
29.108,62796
29.115,78029
29.123,99843
29.13,127501
29.137,152897
29.145,173471
29.152,181931
29.159,181893
29.167,167986
29.174,149885
29.181,129565
29.189,114889
29.196,107263
29.203,104673
29.211,104806
29.218,108707
29.225,109059
29.233,107103
29.24,103115
29.247,99181
29.255,93218
29.262,87547
29.269,80642
29.277,72457
29.284,66921
29.291,62440
29.299,57018
29.306,53707
29.313,51033
29.321,47599
29.328,45128
29.335,42593
29.342,41201
29.35,41398
29.357,40296
29.364,39645
29.372,40077
29.379,41236
29.386,42747
29.394,41788
29.401,42412
29.408,42166
29.416,41603
29.423,42105
29.43,41101
29.438,39425
29.445,38435
29.452,37269
29.46,36157
29.467,35917
29.474,36307
29.482,38321
29.489,39892
29.496,43528
29.504,46808
29.511,48691
29.518,49096
29.526,50062
29.533,49316
29.54,48243
29.547,48345
29.555,47351
29.562,48875
29.569,48096
29.577,46919
29.584,45420
29.591,43840
29.599,42225
29.606,41250
29.613,41043
29.621,40310
29.628,41584
29.635,42580
29.643,44893
29.65,47229
29.657,51571
29.665,52081
29.672,52704
29.679,53418
29.687,53404
29.694,52341
29.701,52062
29.709,50832
29.716,49888
29.723,50341
29.731,51971
29.738,51494
29.745,51157
29.753,52556
29.76,54102
29.767,57071
29.774,64811
29.782,70590
29.789,76600
29.796,74335
29.804,72968
29.811,66467
29.818,63412
29.826,64938
29.833,77507
29.84,105140
29.848,157880
29.855,240111
29.862,363727
29.87,524919
29.877,728750
29.884,943810
29.892,1196158
29.899,1454656
29.906,1711737
29.914,2013556
29.921,2306099
29.928,2573188
29.936,2768458
29.943,2836601
29.95,2424675
29.958,1393866
29.965,503391
29.972,200605
29.979,125015
29.987,105143
29.994,95051
30.001,87630
30.009,80884
30.016,73967
30.023,68758
30.031,63948
30.038,62366
30.045,60323
30.053,57852
30.06,54154
30.067,54524
30.075,51639
30.082,52174
30.089,49659
30.097,49638
30.104,47869
30.111,47315
30.119,46931
30.126,48149
30.133,51910
30.141,56194
30.148,59077
30.155,62667
30.163,63208
30.17,61144
30.177,59718
30.184,58337
30.192,56422
30.199,55147
30.206,52474
30.214,51221
30.221,50796
30.228,51614
30.236,49901
30.243,50007
30.25,49656
30.258,48074
30.265,46940
30.272,45956
30.28,43264
30.287,43502
30.294,41507
30.302,41620
30.309,42209
30.316,42067
30.324,43241
30.331,41601
30.338,41019
30.346,40832
30.353,39400
30.36,38784
30.368,36661
30.375,35355
30.382,35178
30.39,33434
30.397,34782
30.404,34017
30.411,33953
30.419,34722
30.426,36431
30.433,36695
30.441,37757
30.448,38931
30.455,39353
30.463,42579
30.47,41044
30.477,43206
30.485,43385
30.492,45495
30.499,45708
30.507,45650
30.514,45256
30.521,43469
30.529,40169
30.536,39539
30.543,39369
30.551,38630
30.558,42545
30.565,44064
30.573,47676
30.58,46578
30.587,45228
30.595,41834
30.602,38789
30.609,36507
30.616,36517
30.624,36730
30.631,36933
30.638,39178
30.646,41290
30.653,45746
30.66,51815
30.668,57071
30.675,62080
30.682,65989
30.69,68322
30.697,66288
30.704,63770
30.712,59188
30.719,59297
30.726,62046
30.734,66740
30.741,68566
30.748,68812
30.756,64975
30.763,59380
30.77,53354
30.778,47318
30.785,42779
30.792,42076
30.8,40528
30.807,38120
30.814,37554
30.822,37623
30.829,38115
30.836,37026
30.843,36416
30.851,35960
30.858,35964
30.865,36113
30.873,37349
30.88,38609
30.887,43563
30.895,50663
30.902,62833
30.909,77852
30.917,92913
30.924,104524
30.931,109362
30.939,105562
30.946,98430
30.953,92211
30.961,89562
30.968,89136
30.975,93661
30.983,98340
30.99,103544
30.997,106502
31.005,102546
31.012,98709
31.019,91487
31.027,82015
31.034,72003
31.041,65146
31.048,56925
31.056,53164
31.063,49019
31.07,44865
31.078,42133
31.085,39654
31.092,37584
31.1,36220
31.107,34441
31.114,33156
31.122,33224
31.129,32415
31.136,31384
31.144,31702
31.151,31540
31.158,32947
31.166,33557
31.173,36517
31.18,40776
31.188,43692
31.195,46361
31.202,46987
31.21,49179
31.217,46105
31.224,45938
31.232,46371
31.239,46819
31.246,46905
31.254,46705
31.261,46813
31.268,47129
31.275,45061
31.283,44929
31.29,42755
31.297,43113
31.305,40406
31.312,38456
31.319,37336
31.327,36260
31.334,35638
31.341,35527
31.349,37643
31.356,40315
31.363,43986
31.371,50864
31.378,57811
31.385,63774
31.393,64924
31.4,64818
31.407,60706
31.415,59897
31.422,60862
31.429,65413
31.437,71658
31.444,77786
31.451,82236
31.459,81433
31.466,77281
31.473,75922
31.48,74236
31.488,74019
31.495,75750
31.502,77679
31.51,81790
31.517,87859
31.524,96178
31.532,106431
31.539,113646
31.546,116376
31.554,114998
31.561,114912
31.568,105921
31.576,100220
31.583,92888
31.59,93520
31.598,91092
31.605,92458
31.612,93106
31.62,96023
31.627,97886
31.634,101882
31.642,107629
31.649,109277
31.656,108229
31.664,103101
31.671,96804
31.678,90451
31.686,85843
31.693,83701
31.7,83888
31.707,85448
31.715,84344
31.722,83028
31.729,81244
31.737,74271
31.744,68943
31.751,65100
31.759,63162
31.766,66043
31.773,70261
31.781,72537
31.788,75966
31.795,78310
31.803,86355
31.81,102016
31.817,131516
31.825,177217
31.832,233784
31.839,292481
31.847,335484
31.854,336278
31.861,302126
31.869,227455
31.876,163384
31.883,115665
31.891,80094
31.898,62223
31.905,51390
31.912,46143
31.92,44152
31.927,41372
31.934,38960
31.942,37224
31.949,34989
31.956,33892
31.964,33759
31.971,32708
31.978,33415
31.986,34630
31.993,35277
32,37236
32.008,37797
32.015,39467
32.022,40847
32.03,42628
32.037,43267
32.044,44194
32.052,44166
32.059,43623
32.066,41684
32.074,39491
32.081,40744
32.088,39605
32.096,37855
32.103,38336
32.11,37388
32.117,38356
32.125,39655
32.132,39375
32.139,40795
32.147,42022
32.154,42315
32.161,42910
32.169,42906
32.176,42307
32.183,44213
32.191,46789
32.198,48486
32.205,54281
32.213,60178
32.22,65663
32.227,71578
32.235,71211
32.242,68875
32.249,63472
32.257,56512
32.264,49891
32.271,44555
32.279,42087
32.286,39096
32.293,40327
32.301,40046
32.308,38795
32.315,37799
32.322,36447
32.33,38877
32.337,37214
32.344,38646
32.352,40887
32.359,39670
32.366,38714
32.374,40113
32.381,38366
32.388,38827
32.396,38274
32.403,39609
32.41,44904
32.418,51406
32.425,63715
32.432,79310
32.44,92792
32.447,100769
32.454,99219
32.462,91103
32.469,80994
32.476,68831
32.484,57886
32.491,51501
32.498,46971
32.506,42575
32.513,41364
32.52,40626
32.528,40264
32.535,38071
32.542,36934
32.549,37105
32.557,37470
32.564,37612
32.571,37255
32.579,38135
32.586,38115
32.593,41650
32.601,49208
32.608,64763
32.615,91659
32.623,126200
32.63,169719
32.637,211769
32.645,229170
32.652,222553
32.659,197733
32.667,151725
32.674,114379
32.681,84191
32.689,63732
32.696,51560
32.703,43212
32.711,40079
32.718,36900
32.725,36367
32.733,34003
32.74,33930
32.747,33989
32.755,33548
32.762,33211
32.769,33441
32.776,34471
32.784,35174
32.791,36196
32.798,37762
32.806,37880
32.813,37655
32.82,37406
32.828,37082
32.835,36746
32.842,36187
32.85,36336
32.857,39480
32.864,42135
32.872,46919
32.879,49891
32.886,52792
32.894,51992
32.901,50606
32.908,48238
32.916,46859
32.923,44368
32.93,41848
32.938,40363
32.945,40639
32.952,40108
32.96,39823
32.967,39812
32.974,38690
32.981,37471
32.989,37047
32.996,35238
33.003,35676
33.011,36014
33.018,35788
33.025,37625
33.033,39348
33.04,39185
33.047,42007
33.055,41072
33.062,41609
33.069,40907
33.077,40178
33.084,39025
33.091,39267
33.099,38784
33.106,37976
33.113,39523
33.121,41615
33.128,44795
33.135,48788
33.143,53073
33.15,59694
33.157,64482
33.165,67695
33.172,69564
33.179,68401
33.187,64929
33.194,63969
33.201,56785
33.208,51818
33.216,47004
33.223,44331
33.23,41312
33.238,40748
33.245,41433
33.252,40324
33.26,41777
33.267,40428
33.274,40509
33.282,37894
33.289,35929
33.296,33368
33.304,33875
33.311,33094
33.318,33230
33.326,34669
33.333,34025
33.34,34496
33.348,34876
33.355,35531
33.362,35145
33.37,34713
33.377,32896
33.384,32721
33.392,31107
33.399,32404
33.406,32542
33.413,31219
33.421,29089
33.428,32028
33.435,30866
33.443,31236
33.45,31876
33.457,33217
33.465,34225
33.472,34406
33.479,36144
33.487,36482
33.494,36903
33.501,35454
33.509,37866
33.516,39851
33.523,40115
33.531,40835
33.538,41458
33.545,42232
33.553,43412
33.56,44501
33.567,45209
33.575,43866
33.582,44295
33.589,41693
33.597,42324
33.604,42123
33.611,39760
33.619,39468
33.626,39361
33.633,39400
33.64,39368
33.648,41310
33.655,43100
33.662,48378
33.67,56144
33.677,67453
33.684,89804
33.692,125650
33.699,185688
33.706,280492
33.714,420313
33.721,610845
33.728,869077
33.736,1143022
33.743,1448009
33.75,1750631
33.758,1973783
33.765,2010479
33.772,1741020
33.78,1190013
33.787,667034
33.794,360227
33.802,215281
33.809,145441
33.816,110934
33.824,92990
33.831,83084
33.838,79162
33.845,79234
33.853,77346
33.86,70253
33.867,65278
33.875,59681
33.882,58405
33.889,55859
33.897,53027
33.904,52844
33.911,50068
33.919,48913
33.926,46778
33.933,44845
33.941,41438
33.948,38516
33.955,38169
33.963,37285
33.97,37750
33.977,38351
33.985,38292
33.992,37599
33.999,36470
34.007,37288
34.014,35728
34.021,35665
34.029,35180
34.036,35585
34.043,34695
34.05,35208
34.058,34708
34.065,35894
34.072,35700
34.08,38348
34.087,39195
34.094,40943
34.102,42450
34.109,43048
34.116,44190
34.124,45919
34.131,46428
34.138,49103
34.146,49984
34.153,51131
34.16,52219
34.168,52528
34.175,51533
34.182,50197
34.19,50401
34.197,49975
34.204,48683
34.212,48136
34.219,46306
34.226,44299
34.234,40319
34.241,39165
34.248,38221
34.256,36876
34.263,35631
34.27,35502
34.277,36637
34.285,34996
34.292,35993
34.299,34694
34.307,34586
34.314,33521
34.321,33464
34.329,34217
34.336,34604
34.343,35392
34.351,35525
34.358,35776
34.365,35456
34.373,36064
34.38,36099
34.387,34702
34.395,33277
34.402,33851
34.409,32843
34.417,32160
34.424,31781
34.431,32161
34.439,31108
34.446,31860
34.453,31497
34.461,32299
34.468,32493
34.475,33573
34.482,32123
34.49,33583
34.497,34672
34.504,37855
34.512,42616
34.519,49879
34.526,57250
34.534,65612
34.541,72484
34.548,76557
34.556,75308
34.563,69368
34.57,61549
34.578,51454
34.585,44719
34.592,39182
34.6,39007
34.607,42131
34.614,47503
34.622,55702
34.629,64276
34.636,71683
34.644,80443
34.651,86084
34.658,91588
34.666,93384
34.673,94659
34.68,91024
34.688,84492
34.695,75015
34.702,66357
34.709,60499
34.717,57887
34.724,55353
34.731,53709
34.739,55177
34.746,55813
34.753,60090
34.761,63362
34.768,65411
34.775,67925
34.783,64463
34.79,60633
34.797,54702
34.805,48551
34.812,46284
34.819,45164
34.827,48975
34.834,49696
34.841,54648
34.849,56160
34.856,54474
34.863,49315
34.871,45312
34.878,40667
34.885,38874
34.893,35546
34.9,33172
34.907,34432
34.914,34962
34.922,34344
34.929,35615
34.936,35224
34.944,36450
34.951,35658
34.958,36292
34.966,37100
34.973,35371
34.98,34135
34.988,36209
34.995,37030
35.002,36305
35.01,36055
35.017,36414
35.024,35943
35.032,36855
35.039,37199
35.046,38515
35.054,39313
35.061,39097
35.068,37363
35.076,36342
35.083,35187
35.09,36188
35.098,35109
35.105,34511
35.112,33233
35.12,32574
35.127,32258
35.134,31399
35.141,30617
35.149,31073
35.156,30172
35.163,32116
35.171,33768
35.178,36596
35.185,38867
35.193,43196
35.2,44879
35.207,45578
35.215,44237
35.222,43448
35.229,45567
35.237,45341
35.244,46380
35.251,46032
35.259,46035
35.266,45209
35.273,47264
35.281,47492
35.288,50193
35.295,51290
35.303,58020
35.31,62407
35.317,65294
35.325,65691
35.332,64605
35.339,61948
35.346,58324
35.354,55274
35.361,52957
35.368,50756
35.376,49102
35.383,48694
35.39,47179
35.398,47535
35.405,45763
35.412,44703
35.42,42849
35.427,43529
35.434,44284
35.442,46815
35.449,47228
35.456,48572
35.464,47280
35.471,47533
35.478,46739
35.486,47822
35.493,50968
35.5,56405
35.508,72445
35.515,99348
35.522,144514
35.53,209467
35.537,283942
35.544,357793
35.552,415187
35.559,431714
35.566,391006
35.573,313500
35.581,224844
35.588,160349
35.595,111635
35.603,83465
35.61,67315
35.617,54665
35.625,49574
35.632,44757
35.639,41637
35.647,40959
35.654,38546
35.661,37619
35.669,38431
35.676,35881
35.683,35684
35.691,36797
35.698,35815
35.705,36508
35.713,35536
35.72,35657
35.727,35018
35.735,35820
35.742,35520
35.749,35600
35.757,35693
35.764,35565
35.771,33795
35.778,32702
35.786,31626
35.793,31339
35.8,30806
35.808,32144
35.815,33519
35.822,34989
35.83,36236
35.837,38217
35.844,41253
35.852,40289
35.859,40420
35.866,42192
35.874,41009
35.881,40102
35.888,38860
35.896,37198
35.903,38253
35.91,36500
35.918,36082
35.925,35157
35.932,37006
35.94,35542
35.947,35597
35.954,34660
35.962,36270
35.969,36626
35.976,37529
35.983,41367
35.991,43222
35.998,44920
36.005,45645
36.013,45717
36.02,44166
36.027,40074
36.035,39182
36.042,36744
36.049,34792
36.057,33699
36.064,33372
36.071,32904
36.079,31741
36.086,32382
36.093,31861
36.101,31291
36.108,32766
36.115,31131
36.123,32178
36.13,31860
36.137,30863
36.145,32140
36.152,29607
36.159,29792
36.167,30659
36.174,32966
36.181,37253
36.189,40838
36.196,45256
36.203,48911
36.21,50094
36.218,48954
36.225,45239
36.232,42929
36.24,39812
36.247,37205
36.254,34115
36.262,34556
36.269,33428
36.276,34783
36.284,34709
36.291,34636
36.298,33994
36.306,33006
36.313,32575
36.32,32806
36.328,33644
36.335,36848
36.342,41863
36.35,47630
36.357,54051
36.364,57197
36.372,60197
36.379,55655
36.386,52314
36.394,47191
36.401,40472
36.408,38173
36.415,35593
36.423,33921
36.43,32832
36.437,32206
36.445,33203
36.452,34593
36.459,33621
36.467,34572
36.474,34960
36.481,39220
36.489,41210
36.496,46408
36.503,47934
36.511,52135
36.518,54959
36.525,60266
36.533,66218
36.54,74591
36.547,76796
36.555,79357
36.562,75787
36.569,68600
36.577,61400
36.584,54180
36.591,49674
36.599,45933
36.606,43110
36.613,40197
36.621,36634
36.628,34835
36.635,33530
36.642,33901
36.65,33774
36.657,34229
36.664,34238
36.672,34813
36.679,34516
36.686,33581
36.694,34553
36.701,35237
36.708,34047
36.716,35193
36.723,36342
36.73,34907
36.738,35664
36.745,34385
36.752,31653
36.76,32899
36.767,31411
36.774,29214
36.782,29892
36.789,29150
36.796,29351
36.804,30065
36.811,30231
36.818,35191
36.826,41774
36.833,58103
36.84,86458
36.847,123909
36.855,166609
36.862,192821
36.869,211692
36.877,201237
36.884,170951
36.891,131160
36.899,98224
36.906,73087
36.913,56243
36.921,45201
36.928,41155
36.935,38191
36.943,34768
36.95,34856
36.957,34971
36.965,32809
36.972,33136
36.979,31549
36.987,31768
36.994,32175
37.001,32399
37.009,32273
37.016,31817
37.023,32745
37.031,31986
37.038,33343
37.045,34214
37.053,34421
37.06,34555
37.067,35228
37.074,36011
37.082,37523
37.089,38825
37.096,37302
37.104,37854
37.111,38391
37.118,39124
37.126,38195
37.133,38206
37.14,37952
37.148,37424
37.155,38501
37.162,40621
37.17,40326
37.177,41063
37.184,40318
37.192,40323
37.199,39781
37.206,39739
37.214,39089
37.221,38604
37.228,38262
37.236,40639
37.243,45233
37.25,52084
37.258,68693
37.265,99680
37.272,157138
37.279,245773
37.287,369860
37.294,533414
37.301,740497
