retention,area
37.324,55276
37.331,51933
37.338,54034
37.345,56906
37.353,55324
37.36,59958
37.367,57540
37.375,60537
37.382,54515
37.389,48832
37.397,44854
37.404,51311
37.411,47379
37.419,45699
37.426,54686
37.433,53347
37.441,56138
37.448,48728
37.455,62121
37.463,57177
37.47,61300
37.477,59691
37.485,58817
37.492,47866
37.499,66269
37.507,61683
37.514,63423
37.521,71808
37.529,74864
37.536,77648
37.543,79221
37.551,72363
37.558,54043
37.565,58501
37.572,53453
37.58,52678
37.587,55323
37.594,51703
37.602,50846
37.609,49866
37.616,55247
37.624,58765
37.631,50991
37.638,56729
37.646,59571
37.653,58214
37.66,54078
37.668,58641
37.675,64563
37.682,58232
37.69,55041
37.697,55729
37.704,46852
37.712,56067
37.719,59866
37.726,47770
37.734,50392
37.741,54905
37.748,52137
37.756,51492
37.763,51029
37.77,55284
37.777,58952
37.785,55331
37.792,62569
37.799,59346
37.807,48659
37.814,47827
37.821,55361
37.829,53263
37.836,53374
37.843,56617
37.851,55584
37.858,59964
37.865,59799
37.873,51691
37.88,54243
37.887,64010
37.895,57555
37.902,73610
37.909,67705
37.917,60332
37.924,65736
37.931,66057
37.939,59242
37.946,57704
37.953,57645
37.961,63917
37.968,60862
37.975,57854
37.982,52329
37.99,64559
37.997,57686
38.004,56380
38.012,61769
38.019,57935
38.026,58874
38.034,53528
38.041,52456
38.048,47863
38.056,62836
38.063,57998
38.07,56747
38.078,55991
38.085,55388
38.092,57839
38.1,59439
38.107,51605
38.114,56241
38.122,53865
38.129,53875
38.136,57657
38.144,64517
38.151,50021
38.158,55062
38.166,70976
38.173,55022
38.18,64760
38.188,54951
38.195,58482
38.202,57609
38.209,57866
38.217,61996
38.224,61178
38.231,66273
38.239,60137
38.246,57861
38.253,47895
38.261,46616
38.268,55513
38.275,60685
38.283,65287
38.29,66113
38.297,49373
38.305,56728
38.312,56140
38.319,64349
38.327,56525
38.334,57987
38.341,64188
38.349,61138
38.356,60134
38.363,59773
38.371,63404
38.378,58135
38.385,64418
38.393,56937
38.4,60993
38.407,68161
38.414,60250
38.422,56369
38.429,63115
38.436,55697
38.444,61114
38.451,54822
38.458,63867
38.466,66170
38.473,63236
38.48,66145
38.488,67462
38.495,73995
38.502,59470
38.51,62283
38.517,62398
38.524,57368
38.532,61313
38.539,57726
38.546,57021
38.554,61749
38.561,56408
38.568,60558
38.576,53534
38.583,58955
38.59,64622
38.598,63864
38.605,63039
38.612,64677
38.62,59185
38.627,60264
38.634,58615
38.641,59320
38.649,62865
38.656,53145
38.663,65777
38.671,66577
38.678,63081
38.685,63861
38.693,66367
38.7,57605
38.707,64154
38.715,61206
38.722,67549
38.729,61883
38.737,62580
38.744,66476
38.751,69323
38.759,66300
38.766,60073
38.773,54018
38.781,50859
38.788,58289
38.795,61027
38.803,63625
38.81,56675
38.817,62659
38.825,63053
38.832,54784
38.839,57562
38.846,57732
38.854,55727
38.861,57746
38.868,60964
38.876,60654
38.883,62799
38.89,56652
38.898,59631
38.905,59998
38.912,53588
38.92,55818
38.927,60915
38.934,58906
38.942,54320
38.949,52715
38.956,58546
38.964,55635
38.971,57960
38.978,65441
38.986,52532
38.993,62202
39,64203
39.008,55590
39.015,70709
39.022,59955
39.03,62709
39.037,70252
39.044,54560
39.052,58402
39.059,53256
39.066,63534
39.073,58299
39.081,63327
39.088,62160
39.095,58357
39.103,65272
39.11,60505
39.117,62733
39.125,69568
39.132,62022
39.139,68440
39.147,70551
39.154,70140
39.161,62509
39.169,74036
39.176,57337
39.183,67438
39.191,59571
39.198,58057
39.205,63473
39.213,60755
39.22,56206
39.227,66099
39.235,66726
39.242,56239
39.249,64451
39.257,63379
39.264,64233
39.271,63912
39.278,64481
39.286,64139
39.293,63151
39.3,61001
39.308,66751
39.315,61303
39.322,60960
39.33,63577
39.337,60127
39.344,68794
39.352,58726
39.359,64233
39.366,55214
39.374,64617
39.381,68455
39.388,73480
39.396,73862
39.403,74185
39.41,68187
39.418,65268
39.425,65790
39.432,68257
39.44,58919
39.447,62192
39.454,75077
39.462,59552
39.469,60531
39.476,60059
39.483,63278
39.491,62720
39.498,61819
39.505,57827
39.513,58743
39.52,57566
39.527,60624
39.535,61676
39.542,61966
39.549,66529
39.557,60797
39.564,57107
39.571,53454
39.579,62869
39.586,59406
39.593,63685
39.601,56401
39.608,63064
39.615,54376
39.623,53836
39.63,58846
39.637,53340
39.645,63826
39.652,62149
39.659,61022
39.667,65942
39.674,60656
39.681,63758
39.689,66716
39.696,66974
39.703,73332
39.71,72735
39.718,69237
39.725,77349
39.732,74661
39.74,76569
39.747,79138
39.754,77072
39.762,80035
39.769,85842
39.776,77206
39.784,79988
39.791,80839
39.798,73368
39.806,67554
39.813,63112
39.82,64052
39.828,55024
39.835,56740
39.842,57631
39.85,54400
39.857,53507
39.864,61873
39.872,63876
39.879,63019
39.886,61020
39.894,57678
39.901,56877
39.908,59761
39.915,59680
39.923,58314
39.93,66645
39.937,58074
39.945,60720
39.952,60157
39.959,71413
39.967,58211
39.974,54940
39.981,59146
39.989,66926
39.996,73340
40.003,60556
40.011,67716
40.018,66449
40.025,65303
40.033,67228
40.04,62725
40.047,65595
40.055,59421
40.062,69185
40.069,63246
40.077,60741
40.084,61958
40.091,69180
40.099,59760
40.106,66400
40.113,71923
40.121,63447
40.128,61639
40.135,61945
40.142,65745
40.15,68500
40.157,63708
40.164,69504
40.172,69799
40.179,72270
40.186,69152
40.194,69604
40.201,78032
40.208,69368
40.216,77217
40.223,76481
40.23,74841
40.238,74242
40.245,74453
40.252,76849
40.26,71781
40.267,64035
40.274,58258
40.282,69174
40.289,61508
40.296,62688
40.304,56203
40.311,57979
40.318,59354
40.326,55619
40.333,52218
40.34,58959
40.347,63834
40.355,52523
40.362,68145
40.369,57752
40.377,61184
40.384,57027
40.391,58626
40.399,67786
40.406,70030
40.413,68214
40.421,67037
40.428,65296
40.435,60343
40.443,68721
40.45,57329
40.457,63337
40.465,62882
40.472,64543
40.479,52972
40.487,70840
40.494,77055
40.501,60455
40.509,63347
40.516,68600
40.523,69294
40.531,62360
40.538,67958
40.545,60778
40.553,62332
40.56,67269
40.567,56055
40.574,56000
40.582,57706
40.589,57642
40.596,59891
40.604,60300
40.611,53282
40.618,64604
40.626,61720
40.633,59838
40.64,60314
40.648,52715
40.655,60757
40.662,63639
40.67,64787
40.677,57133
40.684,61619
40.692,57448
40.699,69955
40.706,66385
40.714,75033
40.721,65326
40.728,66466
40.736,68111
40.743,60195
40.75,57473
40.758,59177
40.765,66118
40.772,62957
40.779,63913
40.787,63913
40.794,62053
40.801,68172
40.809,67787
40.816,69907
40.823,62211
40.831,68314
40.838,60960
40.845,60470
40.853,59490
40.86,63598
40.867,60834
40.875,66833
40.882,62311
40.889,59497
40.897,53841
40.904,64863
40.911,69632
40.919,60738
40.926,60195
40.933,61791
40.941,58238
40.948,62650
40.955,64649
40.963,71110
40.97,68440
40.977,60160
40.985,62460
40.992,65359
40.999,66442
41.006,55370
41.014,63584
41.021,65262
41.028,69084
41.036,59950
41.043,66436
41.05,50484
41.058,65068
41.065,54477
41.072,56324
41.08,62695
41.087,70062
41.094,56997
41.102,67795
41.109,60545
41.116,51071
41.124,63131
41.131,73209
41.138,56406
41.146,61105
41.153,61946
41.16,71217
41.168,70464
41.175,60183
41.182,67345
41.19,66310
41.197,60481
41.204,63021
41.211,64790
41.219,71385
41.226,70212
41.233,67043
41.241,62335
41.248,59854
41.255,56362
41.263,65222
41.27,60268
41.277,61682
41.285,61823
41.292,64479
41.299,56375
41.307,62621
41.314,68995
41.321,60921
41.329,64568
41.336,58622
41.343,67462
41.351,59454
41.358,58302
41.365,61008
41.373,61876
41.38,70393
41.387,74433
41.395,68756
41.402,65996
41.409,63161
41.416,58503
41.424,62264
41.431,61620
41.438,69047
41.446,59698
41.453,67960
41.46,62564
41.468,63465
41.475,56851
41.482,64717
41.49,70539
41.497,57608
41.504,63806
41.512,67693
41.519,59723
41.526,61981
41.534,68003
41.541,60925
41.548,62036
41.556,61120
41.563,71545
41.57,55318
41.578,60042
41.585,55813
41.592,57652
41.6,68591
41.607,60200
41.614,59072
41.622,61569
41.629,57415
41.636,69682
41.643,59391
41.651,58703
41.658,62384
41.665,61671
41.673,57308
41.68,65355
41.687,62680
41.695,66489
41.702,70782
41.709,61271
41.717,64145
41.724,65063
41.731,71310
41.739,65129
41.746,56321
41.753,63099
41.761,65022
41.768,64882
41.775,64677
41.783,59592
41.79,65582
41.797,54278
41.805,63529
41.812,68555
41.819,65260
41.827,56822
41.834,65907
41.841,70663
41.848,60909
41.856,60498
41.863,61107
41.87,63245
41.878,69826
41.885,71474
41.892,67112
41.9,62554
41.907,71217
41.914,69136
41.922,69029
41.929,61742
41.936,59388
41.944,63420
41.951,61476
41.958,66312
41.966,71711
41.973,70201
41.98,75909
41.988,56678
41.995,62735
42.002,70281
42.01,54117
42.017,68410
42.024,57530
42.032,65924
42.039,61857
42.046,63749
42.054,64903
42.061,64948
42.068,62668
42.075,52853
42.083,65755
42.09,62095
42.097,57429
42.105,60733
42.112,60849
42.119,65639
42.127,67054
42.134,65839
42.141,52913
42.149,66122
42.156,65837
42.163,63453
42.171,52811
42.178,57498
42.185,65224
42.193,59170
42.2,56347
42.207,58286
42.215,57703
42.222,60063
42.229,59072
42.237,57901
42.244,63333
42.251,73241
42.259,66110
42.266,59341
42.273,61682
42.28,65021
42.288,56819
42.295,60525
42.302,58844
42.31,72743
42.317,66743
42.324,65193
42.332,59607
42.339,61549
42.346,64359
42.354,64268
42.361,62213
42.368,68796
42.376,51465
42.383,57796
42.39,66741
42.398,65575
42.405,54552
42.412,62126
42.42,54917
42.427,66587
42.434,68099
42.442,59937
42.449,65663
42.456,62798
42.464,57325
42.471,60583
42.478,61992
42.486,63761
42.493,66658
42.5,51951
42.507,59883
42.515,57270
42.522,59306
42.529,60776
42.537,63423
42.544,63769
42.551,57651
42.559,62643
42.566,59156
42.573,54561
42.581,55034
42.588,64149
42.595,74718
42.603,63952
42.61,64579
42.617,59329
42.625,63344
42.632,55022
42.639,50734
42.647,69686
42.654,58138
42.661,57928
42.669,56763
42.676,65456
42.683,65335
42.691,56944
42.698,60155
42.705,56142
42.712,66036
42.72,65946
42.727,60882
42.734,69947
42.742,64815
42.749,63258
42.756,71215
42.764,59195
42.771,67884
42.778,64412
42.786,59095
42.793,60977
42.8,56761
42.808,58599
42.815,55167
42.822,54927
42.83,58103
42.837,64068
42.844,63753
42.852,61467
42.859,63691
42.866,56312
42.874,61530
42.881,66887
42.888,65841
42.896,56654
42.903,60516
42.91,61600
42.918,59014
42.925,65746
42.932,63339
42.939,61362
42.947,60979
42.954,61794
42.961,61603
42.969,64287
42.976,55569
42.983,59576
42.991,63397
42.998,70191
43.005,61360
43.013,61625
43.02,68309
43.027,59352
43.035,63437
43.042,58232
43.049,62284
43.057,55705
43.064,64552
43.071,57113
43.079,61802
43.086,62308
43.093,68996
43.101,59878
43.108,68218
43.115,54901
43.123,66446
43.13,65645
43.137,61237
43.144,59054
43.152,59845
43.159,55037
43.166,62445
43.174,63348
43.181,60962
43.188,65479
43.196,59308
43.203,64121
43.21,59289
43.218,57871
43.225,68132
43.232,59354
43.24,63812
43.247,66217
43.254,58788
43.262,57933
43.269,63882
43.276,64352
43.284,63210
43.291,59565
43.298,63804
43.306,61952
43.313,62458
43.32,55598
43.328,62826
43.335,66303
43.342,62620
43.349,54044
43.357,56780
43.364,62667
43.371,70695
43.379,64282
43.386,60950
43.393,66545
43.401,64488
43.408,60580
43.415,59589
43.423,53952
43.43,52943
43.437,55501
43.445,58078
43.452,60680
43.459,60514
43.467,68215
43.474,63225
43.481,69551
43.489,68953
43.496,61280
43.503,59513
43.511,60143
43.518,59013
43.525,69098
43.533,66768
43.54,71976
43.547,69254
43.555,59629
43.562,56554
43.569,56607
43.576,62351
43.584,64984
43.591,64846
43.598,66288
43.606,58350
43.613,60985
43.62,66701
43.628,65464
43.635,58988
43.642,58058
43.65,55078
43.657,61192
43.664,58408
43.672,64734
43.679,65760
43.686,62800
43.694,55150
43.701,55370
43.708,71745
43.716,67200
43.723,65265
43.73,63214
43.738,72223
43.745,62864
43.752,65386
43.76,68939
43.767,59326
43.774,51712
43.782,60937
43.789,63666
43.796,65963
43.803,64117
43.811,71939
43.818,55147
43.825,55302
43.833,67595
43.84,58385
43.847,66171
43.855,67189
43.862,66657
43.869,68442
43.877,64474
43.884,64600
43.891,58388
43.899,63500
43.906,60563
43.913,65370
43.921,58896
43.928,70162
43.935,63113
43.943,63200
43.95,66951
43.957,72082
43.965,63683
43.972,72170
43.979,60139
43.986,62375
43.994,61034
44.001,67157
44.008,62367
44.016,61502
44.023,50853
44.03,60902
44.038,56469
44.045,60685
44.052,59711
44.06,51495
44.067,57318
44.074,58366
44.082,59493
44.089,62471
44.096,58447
44.104,61440
44.111,65163
44.118,62525
44.126,65314
44.133,64865
44.14,67930
44.148,59185
44.155,59357
44.162,59392
44.17,59388
44.177,63827
44.184,59108
44.192,60540
44.199,62618
44.206,65245
44.213,59855
44.221,65252
44.228,60435
44.235,65992
44.243,61491
44.25,66303
44.257,68478
44.265,59356
44.272,58034
44.279,52151
44.287,59834
44.294,63919
44.301,57357
44.309,60937
44.316,55615
44.323,61736
44.331,63022
44.338,60959
44.345,60041
44.353,55784
44.36,62193
44.367,68602
44.375,56881
44.382,53155
44.389,59086
44.397,57281
44.404,58944
44.411,59265
44.419,63345
44.426,61796
44.433,61780
44.44,61815
44.448,66094
44.455,67547
44.462,61316
44.47,63091
44.477,65846
44.484,62599
44.492,70727
44.499,65711
44.506,67187
44.514,71856
44.521,66742
44.528,61467
44.536,60832
44.543,70357
44.55,58498
44.558,57867
44.565,60741
44.572,58864
44.58,62691
44.587,61809
44.594,61930
44.602,68058
44.609,63988
44.616,59725
44.624,60440
44.631,57952
44.638,56795
44.645,57453
44.653,65578
44.66,62386
44.667,58070
44.675,55642
44.682,61665
44.689,58988
44.697,49824
44.704,58881
44.711,65565
44.719,60080
44.726,62225
44.733,62939
44.741,59616
44.748,57255
44.755,51796
44.763,62312
44.77,67654
44.777,66580
44.785,65776
44.792,70373
44.799,59502
44.807,62035
44.814,59635
44.821,58614
44.829,56230
44.836,59049
44.843,67085
44.851,58698
44.858,58990
44.865,61089
44.872,61382
44.88,56775
44.887,62652
44.894,68326
44.902,58895
44.909,59379
44.916,59433
44.924,56834
44.931,57303
44.938,66288
44.946,63534
44.953,60225
44.96,60084
44.968,69137
44.975,64134
44.982,57306
44.99,54039
44.997,66622
45.004,69718
45.012,62347
45.019,58664
45.026,67260
45.034,62446
45.041,60481
45.048,60144
45.056,66710
45.063,63728
45.07,65230
45.077,62113
45.085,57704
45.092,54598
45.099,57033
45.107,56018
45.114,56978
45.121,57051
45.129,62214
45.136,55750
45.143,60510
45.151,70293
45.158,64024
45.165,53282
45.173,55683
45.18,63015
45.187,61859
45.195,51655
45.202,66133
45.209,56151
45.217,53162
45.224,60008
45.231,60820
45.239,60969
45.246,59727
45.253,58714
45.261,59763
45.268,62619
45.275,54628
45.282,64911
45.29,64404
45.297,63542
45.304,64002
45.312,53203
45.319,57403
45.326,58709
45.334,56926
45.341,55770
45.348,57044
45.356,60228
45.363,59540
45.37,75466
45.378,64722
45.385,62766
45.392,59133
45.4,57928
45.407,61220
45.414,61793
45.422,70827
45.429,60364
45.436,61987
45.444,56443
45.451,55439
45.458,57957
45.466,63162
45.473,56235
45.48,57001
45.488,61574
45.495,60951
45.502,52055
45.509,54446
45.517,59174
45.524,67418
45.531,60599
45.539,62653
45.546,54658
45.553,57903
45.561,70463
45.568,64962
45.575,58584
45.583,60930
45.59,63096
45.597,53138
45.605,64484
45.612,65143
45.619,67084
45.627,60507
45.634,59997
45.641,59548
45.649,60355
45.656,58027
45.663,60177
45.671,60452
45.678,53617
45.685,47476
45.693,54798
45.7,64585
45.707,60583
45.715,50280
45.722,61829
45.729,58276
45.736,62075
45.744,62029
45.751,67314
45.758,64293
45.766,51034
45.773,58768
45.78,57768
45.788,52792
45.795,66787
45.802,59360
45.81,57113
45.817,61049
45.824,64334
45.832,62991
45.839,54407
45.846,66739
45.854,57082
45.861,58881
45.868,59558
45.876,58380
45.883,66555
45.89,57978
45.898,62602
45.905,67584
45.912,57532
45.919,52236
45.927,56613
45.934,60578
45.941,55948
45.949,54412
45.956,64118
45.963,63604
45.971,65519
45.978,52905
45.985,63136
45.993,55908
46,59801
46.007,64173
46.015,64725
46.022,58114
46.029,62590
46.037,53787
46.044,58649
46.051,65449
46.059,60857
46.066,67021
46.073,69002
46.081,66281
46.088,56637
46.095,62521
46.103,60375
46.11,55549
46.117,56372
46.125,55237
46.132,57121
46.139,61986
46.146,67290
46.154,60177
46.161,54765
46.168,61835
46.176,59513
46.183,62595
46.19,55566
46.198,56034
46.205,61515
46.212,65125
46.22,61164
46.227,55975
46.234,63086
46.242,64004
46.249,58635
46.256,57362
46.264,68041
46.271,58029
46.278,65208
46.286,66003
46.293,64934
46.3,64901
46.308,68981
46.315,65966
46.322,69046
46.33,60613
46.337,60176
46.344,56427
46.352,58159
46.359,60411
46.366,64318
46.373,53628
46.381,58843
46.388,51990
46.395,68809
46.403,67217
46.41,59466
46.417,54291
46.425,63270
46.432,65343
46.439,67687
46.447,66474
46.454,57339
46.461,55170
46.469,63408
46.476,61008
46.483,53912
46.491,58931
46.498,61598
46.505,63387
46.513,61209
46.52,62282
46.527,62198
46.535,65493
46.542,57748
46.549,59488
46.557,70687
46.564,56173
46.571,60721
46.578,60921
46.586,56347
46.593,61471
46.6,57620
46.608,72256
46.615,66432
46.622,61692
46.63,60174
46.637,66104
46.644,75585
46.652,65804
46.659,68356
46.666,75666
46.674,74408
46.681,72347
46.688,69407
46.696,70155
46.703,74371
46.71,67881
46.718,68447
46.725,69470
46.732,65389
46.74,68081
46.747,67548
46.754,51987
46.762,62481
46.769,46645
46.776,63901
46.784,64680
46.791,62086
46.798,50255
46.805,56007
46.813,57472
46.82,59360
46.827,61650
46.835,64432
46.842,58742
46.849,61707
46.857,54414
46.864,53464
46.871,61967
46.879,58148
46.886,64393
46.893,67871
46.901,59682
46.908,60554
46.915,61405
46.923,58880
46.93,57763
46.937,53674
46.945,60690
46.952,65856
46.959,61290
46.967,51549
46.974,61602
46.981,56552
46.989,58063
46.996,61172
47.003,58990
47.01,65022
47.018,65884
47.025,70480
47.032,66071
47.04,58456
47.047,60768
47.054,56878
47.062,56944
47.069,64290
47.076,58115
47.084,58066
47.091,50879
47.098,61807
47.106,60788
47.113,60164
47.12,55328
47.128,61573
47.135,64971
47.142,71287
47.15,64432
47.157,60763
47.164,63050
47.172,59550
47.179,64350
47.186,61286
47.194,64156
47.201,56130
47.208,56389
47.216,57567
47.223,61563
47.23,57628
47.237,59269
47.245,56313
47.252,58045
47.259,55382
47.267,55931
47.274,56704
47.281,52831
47.289,62130
47.296,59540
47.303,57508
47.311,57146
47.318,60784
47.325,66238
47.333,61174
47.34,64729
47.347,54214
47.355,61856
47.362,51685
47.369,59764
47.377,56190
47.384,64088
47.391,58028
47.399,53937
47.406,56859
47.413,58586
47.421,61106
47.428,56312
47.435,55257
47.442,57525
47.45,55423
47.457,65543
47.464,63375
47.472,60683
47.479,57815
47.486,63159
47.494,61498
47.501,56957
47.508,58168
47.516,67022
47.523,54100
47.53,65694
47.538,51580
47.545,59196
47.552,71327
47.56,55596
47.567,66431
47.574,60456
47.582,56824
47.589,61578
47.596,70651
47.604,63239
47.611,63682
47.618,57622
47.626,56541
47.633,55833
47.64,59320
47.648,61203
47.655,53540
47.662,65927
47.669,65686
47.677,57126
47.684,59829
47.691,56569
47.699,55410
47.706,54813
47.713,59349
47.721,61905
47.728,58419
47.735,49749
47.743,60672
47.75,60920
47.757,58023
47.765,61535
47.772,61875
47.779,60520
47.787,59448
47.794,61748
47.801,61736
47.809,55857
47.816,60132
47.823,59729
47.831,58592
47.838,61183
47.845,67512
47.852,56879
47.86,56255
47.867,62413
47.874,61307
47.882,57862
47.889,61646
47.896,63758
47.904,59279
47.911,56278
47.918,62442
47.926,63074
47.933,61287
47.94,57653
47.948,61942
47.955,59408
47.962,62893
47.97,65541
47.977,63450
47.984,62457
47.992,63932
47.999,63238
48.006,65753
48.014,56790
48.021,64962
48.028,63651
48.036,59981
48.043,60994
48.05,61902
48.058,62049
48.065,58119
48.072,60788
48.079,51027
48.087,52183
48.094,51313
48.101,50106
48.109,51820
48.116,53356
48.123,61630
48.131,53010
48.138,55714
48.145,49193
48.153,63112
48.16,57852
48.167,59090
48.175,56660
48.182,66409
48.189,66740
48.197,62177
48.204,62352
48.211,59011
48.219,58390
48.226,57352
48.233,60421
48.241,58530
48.248,59579
48.255,55394
48.263,54567
48.27,64024
48.277,58961
48.285,68746
48.292,65175
48.299,49203
48.306,56449
48.314,50528
48.321,59614
48.328,53125
48.336,60031
48.343,65840
48.35,63064
48.358,57919
48.365,59392
48.372,61168
48.38,62231
48.387,51823
48.394,54546
48.402,55181
48.409,54860
48.416,63169
48.424,52645
48.431,59068
48.438,59502
48.446,55421
48.453,57860
48.46,47681
48.468,65619
48.475,62401
48.482,59429
48.49,56972
48.497,66624
48.504,59240
48.511,57423
48.519,56766
48.526,59532
48.533,52865
48.541,59495
48.548,58203
48.555,63061
48.563,54256
48.57,69812
48.577,57134
48.585,55949
48.592,52985
48.599,52027
48.607,58594
48.614,53742
48.621,56143
48.629,64522
48.636,55274
48.643,60538
48.651,57416
48.658,50924
48.665,65782
48.673,56427
48.68,55873
48.687,65894
48.695,66917
48.702,57384
48.709,61115
48.717,59551
48.724,58993
48.731,63717
48.738,58175
48.746,56750
48.753,60424
48.76,54128
48.768,58556
48.775,61542
48.782,53226
48.79,54560
48.797,61785
48.804,64763
48.812,57832
48.819,55158
48.826,56945
48.834,58893
48.841,59642
48.848,62532
48.856,65390
48.863,59850
48.87,59574
48.878,61249
48.885,62211
48.892,53753
48.9,60612
48.907,58748
48.914,58301
48.922,55207
48.929,60222
48.936,52379
48.943,54199
48.951,58350
48.958,52956
48.965,62711
48.973,65078
48.98,60758
48.987,61288
48.995,56810
49.002,57447
49.009,64521
49.017,57354
49.024,51643
49.031,56041
49.039,58502
49.046,54864
49.053,61799
49.061,58606
49.068,53946
49.075,49824
49.083,58179
49.09,59033
49.097,70676
49.105,59020
49.112,52631
49.119,64702
49.127,60334
49.134,50125
49.141,61890
49.149,58695
49.156,51663
49.163,48089
49.17,60154
49.178,62679
49.185,54244
49.192,58366
49.2,55691
49.207,55903
49.214,63343
49.222,68817
49.229,55457
49.236,52427
49.244,58843
49.251,56306
49.258,56732
49.266,54950
49.273,65249
49.28,60833
49.288,59579
49.295,56076
49.302,61092
49.31,53345
49.317,58835
49.324,59494
49.332,58506
49.339,56263
49.346,52940
49.354,58774
49.361,60809
49.368,63490
49.375,56806
49.383,49832
49.39,54719
49.397,50295
49.405,60676
49.412,55253
49.419,58226
49.427,57342
49.434,61166
49.441,55721
49.449,52492
49.456,55322
49.463,52772
49.471,53704
49.478,61239
49.485,63174
49.493,67140
49.5,60682
49.507,53443
49.515,56402
49.522,57231
49.529,54686
49.537,55709
49.544,53081
49.551,63879
49.559,46793
49.566,51718
49.573,61091
49.581,57425
49.588,58770
49.595,54918
49.602,49548
49.61,54215
49.617,58320
49.624,52470
49.632,51855
49.639,56382
49.646,54131
49.654,62864
49.661,59531
49.668,55217
49.676,56450
49.683,53480
49.69,56579
49.698,58881
49.705,55730
49.712,56142
49.72,57410
49.727,55905
49.734,60021
49.742,61444
49.749,59045
49.756,58867
49.764,63298
49.771,60119
49.778,61441
49.785,50662
49.793,55927
49.8,59262
49.807,58761
49.815,66374
49.822,66499
49.829,70348
49.837,62999
49.844,55679
49.851,53191
49.859,57639
49.866,58960
49.873,58370
49.881,53526
49.888,61440
49.895,63817
49.903,61338
49.91,58200
49.917,58584
49.925,62835
49.932,57824
49.939,72299
49.947,65163
49.954,60538
49.961,54825
49.969,57747
49.976,50460
49.983,54411
49.991,54891
49.998,61832
50.005,58638
50.012,56809
50.02,54369
50.027,60639
50.034,57875
50.042,50481
50.049,62542
50.056,53088
50.064,55388
50.071,60433
50.078,64583
50.086,60930
50.093,62696
50.1,63051
50.108,49404
50.115,47515
50.122,66195
50.13,69879
50.137,55357
50.144,60763
50.152,51919
50.159,56042
50.166,54335
50.174,60621
50.181,57704
50.188,51494
50.196,53177
50.203,57478
50.21,59047
50.218,60167
50.225,66915
50.232,61742
50.239,63570
50.247,58031
50.254,56395
50.261,49353
50.269,57967
50.276,56668
50.283,50109
50.291,52002
50.298,54585
50.305,52894
50.313,53020
50.32,50503
50.327,59437
50.335,54002
50.342,54024
50.349,55626
50.357,52622
50.364,57491
50.371,62059
50.379,56721
50.386,53282
50.393,58566
50.401,63676
50.408,55761
50.415,49183
50.423,59789
50.43,55705
50.437,59987
50.444,52597
50.452,56082
50.459,55471
50.466,60822
50.474,54394
50.481,58418
50.488,55349
50.496,60203
50.503,58598
50.51,48582
50.518,49766
50.525,61684
50.532,54035
50.54,62533
50.547,56638
50.554,55496
50.562,53162
50.569,56333
50.576,59788
50.584,54945
50.591,51056
50.598,50742
50.606,57161
50.613,57299
50.62,53297
50.628,58495
50.635,55699
50.642,53533
50.65,57589
50.657,56155
50.664,53093
50.671,51871
50.679,67060
50.686,54180
50.693,56216
50.701,51087
50.708,53607
50.715,62696
50.723,58148
50.73,58763
50.737,55977
50.745,59047
50.752,54772
50.759,53974
50.767,48883
50.774,47490
50.781,58225
50.789,57081
50.796,55880
50.803,48747
50.811,51792
50.818,56526
50.825,53009
50.833,54794
50.84,57644
50.847,58268
50.855,57811
50.862,58435
50.869,54074
50.876,54105
50.884,59552
50.891,51513
50.898,57290
50.906,50980
50.913,47786
50.92,60504
50.928,55652
50.935,54791
50.942,60501
50.95,55776
50.957,56353
50.964,58598
50.972,56775
50.979,58249
50.986,60584
50.994,55381
51.001,64107
51.008,62488
51.016,52767
51.023,61149
51.03,59204
51.038,52777
51.045,54499
51.052,53870
51.06,52289
51.067,60968
51.074,62177
51.082,60199
51.089,59738
51.096,61567
51.103,53371
51.111,51469
51.118,61023
51.125,48871
51.133,58681
51.14,54345
51.147,55074
51.155,48580
51.162,62872
51.169,58900
51.177,52727
51.184,59388
51.191,60104
51.199,57731
51.206,54567
51.213,61795
51.221,52954
51.228,55290
51.235,52812
51.243,54574
51.25,53917
51.257,55795
51.265,49468
51.272,58502
51.279,57747
51.287,55323
51.294,57027
51.301,54765
51.308,50496
51.316,56588
51.323,53359
51.33,50904
51.338,57951
51.345,56635
51.352,54937
51.36,52795
51.367,55757
51.374,52637
51.382,57415
51.389,52649
51.396,55738
51.404,54587
51.411,59201
51.418,55953
51.426,52450
51.433,58766
51.44,56724
51.448,55710
51.455,54108
51.462,56543
51.47,64182
51.477,56165
51.484,56470
51.492,53387
51.499,51356
51.506,54278
51.514,53458
51.521,65219
51.528,61966
51.535,58025
51.543,46383
51.55,53249
51.557,55484
51.565,54863
51.572,57679
51.579,57509
51.587,56138
51.594,51930
51.601,54460
51.609,52677
51.616,57295
51.623,53807
51.631,50609
51.638,48338
51.645,60279
51.653,51084
51.66,50035
51.667,51294
51.675,58802
51.682,62128
51.689,50586
51.697,59433
51.704,59774
51.711,54737
51.719,64303
51.726,59432
51.733,52350
51.74,55391
51.748,55682
51.755,57340
51.762,47702
51.77,50959
51.777,50446
51.784,54369
51.792,50821
51.799,57496
51.806,62444
51.814,55720
51.821,58192
51.828,50698
51.836,58994
51.843,52219
51.85,48167
51.858,52657
51.865,64493
51.872,56333
51.88,61102
51.887,49714
51.894,54259
51.902,64961
51.909,51052
51.916,51350
51.924,58653
51.931,55764
51.938,48277
51.945,59147
51.953,57777
