retention,area
22.687,20365
22.694,13560
22.702,17802
22.709,17453
22.716,15742
22.724,19508
22.731,14215
22.738,18564
22.745,19727
22.753,22079
22.76,20043
22.767,25914
22.775,20788
22.782,29859
22.789,33760
22.797,35694
22.804,38560
22.811,40110
22.819,38844
22.826,30619
22.833,38587
22.841,35319
22.848,38342
22.855,32912
22.863,27824
22.87,27801
22.877,19259
22.885,22004
22.892,17106
22.899,20171
22.907,26397
22.914,26774
22.921,24130
22.929,24946
22.936,27999
22.943,26687
22.95,21125
22.958,20143
22.965,23415
22.972,23803
22.98,23101
22.987,24474
22.994,26576
23.002,27710
23.009,22590
23.016,20422
23.024,21711
23.031,23067
23.038,29576
23.046,24251
23.053,28494
23.06,23493
23.068,25660
23.075,22748
23.082,25890
23.09,21344
23.097,20066
23.104,29026
23.112,26506
23.119,29822
23.126,28638
23.134,35635
23.141,42034
23.148,44423
23.156,40852
23.163,43412
23.17,31802
23.177,39870
23.185,30585
23.192,35755
23.199,45354
23.207,37381
23.214,40643
23.221,32612
23.229,33559
23.236,27770
23.243,25704
23.251,24687
23.258,21205
23.265,19241
23.273,21556
23.28,20783
23.287,22096
23.295,24637
23.302,23814
23.309,22657
23.317,22805
23.324,20821
23.331,25146
23.339,26050
23.346,21468
23.353,22925
23.361,23491
23.368,20449
23.375,28067
23.382,31745
23.39,59407
23.397,60891
23.404,64608
23.412,59005
23.419,57453
23.426,51746
23.434,41454
23.441,33886
23.448,34423
23.456,26923
23.463,29172
23.47,24701
23.478,27819
23.485,22105
23.492,27276
23.5,27838
23.507,33423
23.514,51510
23.522,102529
23.529,192343
23.536,346165
23.544,541883
23.551,773356
23.558,945792
23.566,943559
23.573,679973
23.58,383410
23.588,174399
23.595,91803
23.602,53726
23.609,42671
23.617,32870
23.624,32628
23.631,28432
23.639,33938
23.646,32946
23.653,24845
23.661,21795
23.668,25959
23.675,20223
23.683,23578
23.69,23031
23.697,22144
23.705,18678
23.712,15997
23.719,18730
23.727,22520
23.734,15368
23.741,17209
23.749,18007
23.756,17251
23.763,24020
23.771,15934
23.778,22435
23.785,18364
23.793,19314
23.8,22461
23.807,21255
23.814,22819
23.822,18587
23.829,17039
23.836,13849
23.844,19069
23.851,19080
23.858,17262
23.866,13658
23.873,17440
23.88,19747
23.888,18687
23.895,19260
23.902,19161
23.91,24129
23.917,19775
23.924,18878
23.932,18174
23.939,21134
23.946,18512
23.954,25036
23.961,21408
23.968,26249
23.976,23016
23.983,20699
23.99,21830
23.998,23303
24.005,21477
24.012,18440
24.02,24489
24.027,14070
24.034,14215
24.041,14273
24.049,13224
24.056,15054
24.063,22071
24.071,16017
24.078,15232
24.085,18516
24.093,15781
24.1,22313
24.107,22302
24.115,21779
24.122,23951
24.129,20945
24.137,20618
24.144,25760
24.151,20536
24.159,21206
24.166,14600
24.173,12263
24.181,14713
24.188,14884
24.195,13314
24.203,14180
24.21,16022
24.217,16373
24.225,17387
24.232,13642
24.239,17681
24.246,14050
24.254,16069
24.261,21119
24.268,19550
24.276,14963
24.283,13643
24.29,18685
24.298,11102
24.305,15499
24.312,19658
24.32,13895
24.327,20483
24.334,14810
24.342,17665
24.349,14470
24.356,23637
24.364,16290
24.371,22460
24.378,26818
24.386,25726
24.393,19454
24.4,23004
24.408,20680
24.415,23461
24.422,16520
24.43,15568
24.437,18834
24.444,19935
24.451,17110
24.459,19055
24.466,16760
24.473,17085
24.481,15424
24.488,11994
24.495,14354
24.503,16189
24.51,17887
24.517,21914
24.525,26801
24.532,22441
24.539,25632
24.547,27834
24.554,28125
24.561,21015
24.569,22724
24.576,23094
24.583,19657
24.591,16840
24.598,15368
24.605,15013
24.613,15165
24.62,15106
24.627,17818
24.635,12623
24.642,11757
24.649,12625
24.657,13750
24.664,16069
24.671,14940
24.678,14239
24.686,13712
24.693,12734
24.7,14331
24.708,16793
24.715,19781
24.722,22901
24.73,19460
24.737,16723
24.744,18458
24.752,19570
24.759,16460
24.766,17986
24.774,15133
24.781,13065
24.788,13199
24.796,14571
24.803,17779
24.81,13782
24.818,21240
24.825,14502
24.832,19612
24.84,16646
24.847,21254
24.854,20177
24.862,16602
24.869,20658
24.876,16977
24.883,18520
24.891,20556
24.898,23847
24.905,18207
24.913,18351
24.92,19782
24.927,18384
24.935,17447
24.942,13771
24.949,17471
24.957,14824
24.964,15506
24.971,18206
24.979,15104
24.986,14823
24.993,19379
25.001,14533
25.008,15631
25.015,9940
25.023,16434
25.03,14553
25.037,10933
25.045,10235
25.052,11118
25.059,13617
25.067,17951
25.074,12368
25.081,13154
25.089,14173
25.096,12442
25.103,14309
25.11,20459
25.118,25436
25.125,17406
25.132,29045
25.14,41206
25.147,51989
25.154,68991
25.162,75153
25.169,68643
25.176,47891
25.184,44931
25.191,30573
25.198,30370
25.206,19589
25.213,20945
25.22,25295
25.228,21768
25.235,15638
25.242,13614
25.25,17032
25.257,14167
25.264,18555
25.272,15355
25.279,15428
25.286,10893
25.294,12288
25.301,10781
25.308,10543
25.315,15956
25.323,16880
25.33,12381
25.337,13163
25.345,13324
25.352,14917
25.359,11481
25.367,9666
25.374,12725
25.381,12488
25.389,11749
25.396,12957
25.403,15045
25.411,9118
25.418,14661
25.425,11835
25.433,11215
25.44,9720
25.447,7546
25.455,8301
25.462,10467
25.469,12803
25.477,9537
25.484,10402
25.491,11745
25.499,13798
25.506,12262
25.513,11827
25.521,8738
25.528,9513
25.535,13122
25.542,14820
25.55,14734
25.557,14473
25.564,13939
25.572,15150
25.579,18430
25.586,17111
25.594,15958
25.601,18543
25.608,18616
25.616,16045
25.623,15247
25.63,16683
25.638,16315
25.645,14632
25.652,13474
25.66,13270
25.667,12971
25.674,13433
25.682,12526
25.689,14558
25.696,15598
25.704,12361
25.711,11436
25.718,9176
25.726,11178
25.733,10633
25.74,13798
25.747,11171
25.755,10352
25.762,11942
25.769,12529
25.777,13906
25.784,10853
25.791,14258
25.799,16404
25.806,18935
25.813,21065
25.821,23454
25.828,31244
25.835,26543
25.843,26871
25.85,22967
25.857,22495
25.865,16801
25.872,16387
25.879,15481
25.887,20263
25.894,16425
25.901,18559
25.909,24689
25.916,27315
25.923,26854
25.931,31109
25.938,30590
25.945,28084
25.953,20159
25.96,15418
25.967,13922
25.974,13674
25.982,17350
25.989,16145
25.996,14960
26.004,19095
26.011,12860
26.018,15597
26.026,16124
26.033,17957
26.04,27122
26.048,21701
26.055,22089
26.062,19835
26.07,16659
26.077,14225
26.084,17659
26.092,15892
26.099,17129
26.106,19135
26.114,19436
26.121,21958
26.128,20362
26.136,15617
26.143,16664
26.15,21412
26.158,16680
26.165,19393
26.172,20981
26.179,25748
26.187,25293
26.194,22888
26.201,17410
26.209,18993
26.216,15590
26.223,14872
26.231,13960
26.238,15787
26.245,13098
26.253,14303
26.26,11644
26.267,13017
26.275,16240
26.282,9897
26.289,17827
26.297,22511
26.304,24478
26.311,33830
26.319,39719
26.326,38257
26.333,49514
26.341,58936
26.348,49494
26.355,37896
26.363,29332
26.37,27964
26.377,26794
26.384,26960
26.392,22116
26.399,21634
26.406,17651
26.414,14998
26.421,14334
26.428,15820
26.436,16092
26.443,23547
26.45,19473
26.458,17659
26.465,13747
26.472,22126
26.48,21755
26.487,22462
26.494,23570
26.502,32952
26.509,45168
26.516,51511
26.524,59566
26.531,67298
26.538,56609
26.546,46681
26.553,31021
26.56,20774
26.568,21147
26.575,17580
26.582,13614
26.59,16573
26.597,16260
26.604,18635
26.611,16446
26.619,15205
26.626,13530
26.633,12179
26.641,13665
26.648,16646
26.655,11486
26.663,17946
26.67,18608
26.677,18469
26.685,25452
26.692,44803
26.699,82888
26.707,132377
26.714,191994
26.721,248345
26.729,262697
26.736,217581
26.743,167424
26.751,131303
26.758,99972
26.765,95211
26.773,69686
26.78,60394
26.787,46308
26.795,31333
26.802,24433
26.809,21890
26.816,22285
26.824,18363
26.831,15271
26.838,17861
26.846,13721
26.853,16702
26.86,17655
26.868,13164
26.875,13345
26.882,19401
26.89,11723
26.897,14478
26.904,12962
26.912,14083
26.919,11766
26.926,11676
26.934,17134
26.941,13203
26.948,16762
26.956,11640
26.963,11434
26.97,13273
26.978,13412
26.985,11383
26.992,11761
27,13360
27.007,11471
27.014,9920
27.022,13581
27.029,13193
27.036,12023
27.043,11094
27.051,11572
27.058,10566
27.065,11509
27.073,11211
27.08,14639
27.087,12751
27.095,12979
27.102,18256
27.109,18580
27.117,13022
27.124,13793
27.131,14685
27.139,12563
27.146,13694
27.153,11765
27.161,10201
27.168,11438
27.175,13354
27.183,10717
27.19,15143
27.197,12416
27.205,15173
27.212,17457
27.219,17020
27.227,16187
27.234,17391
27.241,19122
27.248,19939
27.256,15452
27.263,22786
27.27,22213
27.278,21804
27.285,21851
27.292,27578
27.3,28312
27.307,26486
27.314,27413
27.322,29244
27.329,29343
27.336,26694
27.344,19379
27.351,21240
27.358,20125
27.366,20352
27.373,18530
27.38,14893
27.388,20831
27.395,17209
27.402,13844
27.41,14444
27.417,12343
27.424,17661
27.432,17934
27.439,18604
27.446,17052
27.454,17192
27.461,15753
27.468,12754
27.475,16102
27.483,12959
27.49,14125
27.497,12491
27.505,14755
27.512,13284
27.519,14263
27.527,12864
27.534,11227
27.541,10942
27.549,13716
27.556,16119
27.563,16399
27.571,13315
27.578,17060
27.585,15132
27.593,18205
27.6,21922
27.607,17817
27.615,15808
27.622,17877
27.629,11509
27.637,10471
27.644,12956
27.651,11637
27.659,14135
27.666,16571
27.673,11438
27.68,15604
27.688,12773
27.695,11797
27.702,12275
27.71,13820
27.717,11179
27.724,11605
27.732,9894
27.739,10518
27.746,14371
27.754,14919
27.761,11099
27.768,13896
27.776,14502
27.783,16781
27.79,17405
27.798,21003
27.805,15648
27.812,13614
27.82,17910
27.827,17855
27.834,18284
27.842,20848
27.849,20900
27.856,18400
27.864,14692
27.871,17761
27.878,20457
27.886,15291
27.893,15259
27.9,17504
27.907,19809
27.915,18499
27.922,14171
27.929,21108
27.937,14337
27.944,12836
27.951,16513
27.959,15058
27.966,16733
27.973,14836
27.981,14147
27.988,16780
27.995,14112
28.003,13589
28.01,13030
28.017,10727
28.025,8343
28.032,14134
28.039,12345
28.047,13665
28.054,14593
28.061,15971
28.069,10105
28.076,13108
28.083,12522
28.091,16976
28.098,18251
28.105,16790
28.112,14252
28.12,12077
28.127,15804
28.134,17603
28.142,14589
28.149,17276
28.156,16149
28.164,15600
28.171,12564
28.178,13924
28.186,14937
28.193,16484
28.2,22492
28.208,30824
28.215,45376
28.222,59253
28.23,74917
28.237,73186
28.244,72495
28.252,50082
28.259,34952
28.266,25024
28.274,18797
28.281,18000
28.288,15574
28.296,14738
28.303,16523
28.31,17840
28.317,19064
28.325,16093
28.332,18157
28.339,17416
28.347,10787
28.354,11256
28.361,11946
28.369,19433
28.376,14796
28.383,10633
28.391,15383
28.398,13229
28.405,13558
28.413,12862
28.42,14039
28.427,10782
28.435,14373
28.442,16425
28.449,14170
28.457,14119
28.464,10311
28.471,14960
28.479,13063
28.486,13836
28.493,13283
28.501,10565
28.508,15226
28.515,14617
28.523,16438
28.53,11266
28.537,13933
28.544,17337
28.552,15959
28.559,11737
28.566,13324
28.574,15299
28.581,12961
28.588,15332
28.596,15489
28.603,12862
28.61,15768
28.618,16883
28.625,14569
28.632,13350
28.64,15758
28.647,16673
28.654,14091
28.662,18717
28.669,21327
28.676,15272
28.684,18772
28.691,19912
28.698,20879
28.706,26971
28.713,29550
28.72,32084
28.728,25805
28.735,23654
28.742,20076
28.749,20127
28.757,16523
28.764,17201
28.771,19701
28.779,19322
28.786,21150
28.793,16173
28.801,10434
28.808,13072
28.815,11982
28.823,14269
28.83,13051
28.837,14809
28.845,13427
28.852,17412
28.859,15416
28.867,11167
28.874,13809
28.881,14781
28.889,13833
28.896,14962
28.903,19325
28.911,14490
28.918,12114
28.925,15830
28.933,15753
28.94,17041
28.947,15160
28.955,18223
28.962,17481
28.969,14805
28.976,13557
28.984,15848
28.991,16469
28.998,19436
29.006,13914
29.013,14437
29.02,19358
29.028,14248
29.035,14497
29.042,16039
29.05,15903
29.057,14374
29.064,21651
29.072,18491
29.079,20789
29.086,17021
29.094,16725
29.101,16261
29.108,19661
29.116,22254
29.123,20121
29.13,15515
29.138,21994
29.145,23120
29.152,17955
29.16,24702
29.167,27742
29.174,37366
29.181,42464
29.189,76246
29.196,133466
29.203,187698
29.211,262013
29.218,332416
29.225,317215
29.233,257360
29.24,170601
29.247,88910
29.255,49786
29.262,31561
29.269,24701
29.277,19520
29.284,17204
29.291,19405
29.299,21077
29.306,14257
29.313,14804
29.321,17655
29.328,16732
29.335,21679
29.343,24149
29.35,23063
29.357,21708
29.365,25527
29.372,28228
29.379,24609
29.387,27288
29.394,21325
29.401,18202
29.408,20896
29.416,22649
29.423,19484
29.43,17235
29.438,17030
29.445,21085
29.452,17630
29.46,15144
29.467,15957
29.474,16804
29.482,16579
29.489,15331
29.496,17712
29.504,17383
29.511,16219
29.518,14653
29.526,15208
29.533,12238
29.54,13190
29.548,19920
29.555,14064
29.562,18789
29.57,18182
29.577,14862
29.584,16950
29.592,15515
29.599,16644
29.606,14699
29.613,18245
29.621,15682
29.628,22837
29.635,17614
29.643,17778
29.65,18011
29.657,22134
29.665,35483
29.672,62548
29.679,90986
29.687,126808
29.694,163391
29.701,178076
29.709,158766
29.716,130797
29.723,76861
29.731,49399
29.738,32802
29.745,23088
29.753,20755
29.76,20046
29.767,18996
29.775,19990
29.782,25868
29.789,21080
29.797,16424
29.804,22238
29.811,15566
29.819,19251
29.826,17574
29.833,17163
29.84,21798
29.848,19198
29.855,20481
29.862,19147
29.87,22846
29.877,18909
29.884,23863
29.892,16481
29.899,15333
29.906,21350
29.914,18248
29.921,20685
29.928,18503
29.936,15738
29.943,16273
29.95,12090
29.958,15414
29.965,16231
29.972,18985
29.98,14255
29.987,10568
29.994,16665
30.002,15634
30.009,17307
30.016,13236
30.024,16415
30.031,14083
30.038,14082
30.045,13666
30.053,15742
30.06,16485
30.067,21002
30.075,25697
30.082,22726
30.089,33963
30.097,30149
30.104,20458
30.111,26508
30.119,21981
30.126,15225
30.133,15417
30.141,19256
30.148,19916
30.155,19211
30.163,24054
30.17,19345
30.177,24103
30.185,25266
30.192,26362
30.199,23103
30.207,19404
30.214,21153
30.221,14694
30.229,13396
30.236,20722
30.243,19362
30.25,13405
30.258,20172
30.265,14898
30.272,20358
30.28,20468
30.287,14351
30.294,20423
30.302,13794
30.309,12932
30.316,14583
30.324,15258
30.331,16067
30.338,13927
30.346,14981
30.353,21435
30.36,20872
30.368,32386
30.375,38513
30.382,46808
30.39,59885
30.397,64103
30.404,56172
30.412,56937
30.419,47454
30.426,47043
30.434,35070
30.441,32664
30.448,27348
30.456,29794
30.463,22379
30.47,29175
30.477,24446
30.485,24958
30.492,30064
30.499,30957
30.507,27351
30.514,26650
30.521,37562
30.529,27613
30.536,21184
30.543,26307
30.551,31368
30.558,25347
30.565,21897
30.573,20870
30.58,24376
30.587,22179
30.595,16299
30.602,14246
30.609,16106
30.617,25562
30.624,24327
30.631,21861
30.639,19815
30.646,20054
30.653,19019
30.661,19326
30.668,20584
30.675,17296
30.682,18946
30.69,16251
30.697,13937
30.704,13499
30.712,18252
30.719,19830
30.726,23220
30.734,23144
30.741,15102
30.748,17921
30.756,24213
30.763,18713
30.77,20470
30.778,24247
30.785,23626
30.792,30383
30.8,26457
30.807,25023
30.814,30350
30.822,32709
30.829,32938
30.836,38704
30.844,31498
30.851,27740
30.858,25037
30.866,21928
30.873,20580
30.88,20888
30.888,22896
30.895,24507
30.902,19322
30.909,24719
30.917,23854
30.924,25431
30.931,21354
30.939,20763
30.946,16315
30.953,20359
30.961,22036
30.968,19681
30.975,21478
30.983,19456
30.99,20859
30.997,18798
31.005,21782
31.012,18335
31.019,18166
31.027,23467
31.034,21635
31.041,17318
31.049,18852
31.056,19510
31.063,22177
31.071,27861
31.078,27036
31.085,30878
31.093,29703
31.1,32820
31.107,39088
31.114,41173
31.122,36988
31.129,33595
31.136,30369
31.144,23826
31.151,22495
31.158,18092
31.166,20648
31.173,17788
31.18,18307
31.188,15832
31.195,21513
31.202,19726
31.21,21054
31.217,19889
31.224,22373
31.232,19305
31.239,16516
31.246,21449
31.254,17971
31.261,20595
31.268,25467
31.276,16482
31.283,15536
31.29,22324
31.298,20205
31.305,18329
31.312,19257
31.32,18228
31.327,14245
31.334,20859
31.341,23451
31.349,18256
31.356,21829
31.363,20418
31.371,22566
31.378,17190
31.385,13912
31.393,20480
31.4,25210
31.407,26091
31.415,28466
31.422,25583
31.429,20275
31.437,20503
31.444,18570
31.451,19737
31.459,16374
31.466,18542
31.473,22532
31.481,29686
31.488,46357
31.495,73255
31.503,118890
31.51,214312
31.517,316978
31.525,510690
31.532,757604
31.539,1025878
31.546,1398041
31.554,1641542
31.561,1588646
31.568,1149435
31.576,575422
31.583,257908
31.59,133846
31.598,79956
31.605,65485
31.612,48265
31.62,46339
31.627,44235
31.634,38777
31.642,41386
31.649,37472
31.656,29897
31.664,33343
31.671,29638
31.678,31392
31.686,28523
31.693,23275
31.7,26774
31.708,28269
31.715,24644
31.722,28230
31.73,31630
31.737,26496
31.744,21605
31.752,20017
31.759,20042
31.766,18776
31.773,22405
31.781,27570
31.788,26356
31.795,18712
31.803,22465
31.81,28615
31.817,32718
31.825,29488
31.832,34375
31.839,35803
31.847,38261
31.854,36626
31.861,32129
31.869,28746
31.876,32790
31.883,30842
31.891,27299
31.898,22291
31.905,23548
31.913,18108
31.92,21150
31.927,17634
31.935,21386
31.942,25295
31.949,23790
31.957,21263
31.964,25105
31.971,24193
31.978,21624
31.986,23003
31.993,26991
32,26473
32.008,23859
32.015,24882
32.022,20766
32.03,27380
32.037,23272
32.044,27161
32.052,24427
32.059,24867
32.066,22028
32.074,21092
32.081,22567
32.088,25255
32.096,23896
32.103,26956
32.11,21232
32.118,20946
32.125,24511
32.132,25477
32.14,24397
32.147,22914
32.154,25301
32.162,24079
32.169,26129
32.176,25228
32.183,27637
32.191,30077
32.198,35194
32.205,37968
32.213,44999
32.22,46441
32.227,53082
32.235,52104
32.242,47166
32.249,36593
32.257,34026
32.264,30565
32.271,26870
32.279,24995
32.286,31678
32.293,28812
32.301,25657
32.308,27091
32.315,23628
32.323,19299
32.33,23964
32.337,18810
32.345,22676
32.352,19964
32.359,17256
32.367,21535
32.374,18657
32.381,21447
32.389,23170
32.396,20374
32.403,19526
32.41,14164
32.418,22703
32.425,20345
32.432,22645
32.44,23277
32.447,31525
32.454,38853
32.462,43553
32.469,56697
32.476,61201
32.484,62256
32.491,50446
32.498,44873
32.506,36578
32.513,34947
32.52,30921
32.528,29106
32.535,31249
32.542,18730
32.55,19589
32.557,25926
32.564,23070
32.572,20694
32.579,25097
32.586,24972
32.594,22104
32.601,21797
32.608,26192
32.615,23911
32.623,26681
32.63,25789
32.637,19909
32.645,17614
32.652,25171
32.659,17079
32.667,18956
32.674,24706
32.681,26803
32.689,24529
32.696,17322
32.703,17902
32.711,21013
32.718,23635
32.725,29845
32.733,25069
32.74,31126
32.747,24411
32.755,31623
32.762,25872
32.769,22979
32.777,20624
32.784,30285
32.791,25790
32.799,22816
32.806,22585
32.813,23037
32.821,19892
32.828,22637
32.835,21559
32.842,24037
32.85,27439
32.857,27460
32.864,30109
32.872,32412
32.879,31345
32.886,26699
32.894,26659
32.901,23654
32.908,30967
32.916,30196
32.923,29282
32.93,28611
32.938,30003
32.945,29260
32.952,27493
32.96,25527
32.967,38151
32.974,31123
32.982,25400
32.989,34861
32.996,31286
33.004,28016
33.011,18137
33.018,26289
33.026,23550
33.033,28501
33.04,25811
33.047,23135
33.055,20666
33.062,21886
33.069,22777
33.077,20252
33.084,20171
33.091,28431
33.099,40898
33.106,37887
33.113,46426
33.121,52126
33.128,38941
33.135,47711
33.143,44830
33.15,47167
33.157,38337
33.165,36587
33.172,31795
33.179,33188
33.187,28870
33.194,24011
33.201,26889
33.209,24857
33.216,20857
33.223,25070
33.231,26765
33.238,25046
33.245,27030
33.253,30065
33.26,26463
33.267,28474
33.274,24199
33.282,21957
33.289,19436
33.296,21626
33.304,26552
33.311,25081
33.318,23905
33.326,25824
33.333,28868
33.34,26471
33.348,26998
33.355,29945
33.362,24745
33.37,25944
33.377,24529
33.384,33383
33.392,31950
33.399,26391
33.406,26638
33.414,28781
33.421,22678
33.428,22879
33.436,22075
33.443,27125
33.45,27259
33.458,27855
33.465,28366
33.472,30353
33.479,29205
33.487,26421
33.494,29304
33.501,26768
33.509,26100
33.516,26666
33.523,27737
33.531,29852
33.538,30194
33.545,39371
33.553,36082
33.56,42587
33.567,47140
33.575,49906
33.582,45915
33.589,41982
33.597,42856
33.604,33557
33.611,32253
33.619,31773
33.626,31991
33.633,33496
33.641,29315
33.648,24093
33.655,34073
33.663,24741
33.67,25945
33.677,26116
33.685,26666
33.692,23950
33.699,28093
33.706,26722
33.714,24256
33.721,22043
33.728,28267
33.736,30887
33.743,29100
33.75,28788
33.758,27177
33.765,25168
33.772,32487
33.78,34770
33.787,32460
33.794,33996
33.802,35318
33.809,36589
33.816,34669
33.824,28300
33.831,25977
33.838,26956
33.846,21298
33.853,22142
33.86,28296
33.868,23090
33.875,25401
33.882,29998
33.89,35431
33.897,34696
33.904,32628
33.911,30727
33.919,29277
33.926,30598
33.933,28531
33.941,29833
33.948,28242
33.955,29055
33.963,27001
33.97,24957
33.977,28100
33.985,24714
33.992,26165
33.999,27595
34.007,26193
34.014,30806
34.021,26098
34.029,25632
34.036,35179
34.043,27038
34.051,27972
34.058,30833
34.065,30844
34.073,29478
34.08,28192
34.087,29687
34.095,25821
34.102,28557
34.109,31655
34.116,30188
34.124,23679
34.131,28080
34.138,31743
34.146,30196
34.153,33395
34.16,27053
34.168,27978
34.175,34516
34.182,46586
34.19,34141
34.197,43289
34.204,39647
34.212,39188
34.219,31773
34.226,34993
34.234,32274
34.241,26206
34.248,25621
34.256,30796
34.263,30654
34.27,33666
34.278,27718
34.285,31147
34.292,28353
34.3,33859
34.307,31294
34.314,28148
34.322,27840
34.329,34780
34.336,30867
34.343,30009
34.351,36157
34.358,44271
34.365,47249
34.373,58683
34.38,56981
34.387,66127
34.395,63885
34.402,59226
34.409,46824
34.417,50773
34.424,38701
34.431,40791
34.439,31992
34.446,28127
34.453,32235
34.461,31844
34.468,29171
34.475,35831
34.483,41987
34.49,32227
34.497,32865
34.505,34374
34.512,31592
34.519,33828
34.527,29843
34.534,26501
34.541,28408
34.548,27580
34.556,33152
34.563,33598
34.57,38340
34.578,35885
34.585,34226
34.592,34416
34.6,35051
34.607,32823
34.614,27811
34.622,31335
34.629,28484
34.636,36395
34.644,40652
34.651,36922
34.658,31799
34.666,29911
34.673,35502
34.68,33835
34.688,32117
34.695,39649
34.702,43545
34.71,34526
34.717,38779
34.724,38118
34.732,34694
34.739,27573
34.746,31917
34.754,33146
34.761,32073
34.768,30737
34.775,39147
34.783,33599
34.79,34794
34.797,34195
34.805,39843
34.812,33066
34.819,39026
34.827,38864
34.834,37563
34.841,37738
34.849,36836
34.856,42356
34.863,38089
34.871,45353
34.878,58467
34.885,53623
34.893,55778
34.9,51923
34.907,38219
34.915,40146
34.922,33328
34.929,30987
34.937,33090
34.944,33046
34.951,32445
34.959,33154
34.966,31246
34.973,34406
34.98,32985
34.988,33631
34.995,33680
35.002,33952
35.01,32486
35.017,37368
35.024,34743
35.032,31273
35.039,30950
35.046,36310
35.054,40409
35.061,42619
35.068,39104
35.076,56021
35.083,65524
35.09,64509
35.098,60261
35.105,47611
35.112,43055
35.12,36657
35.127,35074
35.134,36483
35.142,36222
35.149,38824
35.156,35238
35.164,38691
35.171,36366
35.178,31866
35.186,41040
35.193,40340
35.2,38161
35.207,33083
35.215,41818
35.222,39205
35.229,37587
35.237,37037
35.244,40557
35.251,37917
35.259,31501
35.266,39376
35.273,35390
35.281,35551
35.288,33418
35.295,40211
35.303,42413
35.31,34221
35.317,42734
35.325,36918
35.332,36676
35.339,38172
35.347,43203
35.354,37626
35.361,37155
35.369,34418
35.376,34024
35.383,39488
35.391,37380
35.398,38037
35.405,33064
35.412,44713
35.42,30137
35.427,37088
35.434,40543
35.442,39543
35.449,31806
35.456,41289
35.464,47700
35.471,43463
35.478,49699
35.486,42392
35.493,38284
35.5,40696
35.508,35855
35.515,36143
35.522,35940
35.53,35445
35.537,36463
35.544,42740
35.552,39224
35.559,40537
35.566,43590
35.574,43178
35.581,50507
35.588,45244
35.596,49715
35.603,51561
35.61,47802
35.618,46084
35.625,48958
35.632,46696
35.639,51162
35.647,50443
35.654,41353
35.661,41847
35.669,36547
35.676,44560
35.683,37754
35.691,39965
35.698,35683
35.705,33837
35.713,38087
35.72,44560
35.727,40080
35.735,40597
35.742,34607
35.749,42195
35.757,38620
35.764,44453
35.771,36850
35.779,36362
35.786,41703
35.793,43313
35.801,35141
35.808,40876
35.815,40377
35.823,38025
35.83,39170
35.837,36848
35.844,40224
35.852,40527
35.859,41041
35.866,43759
35.874,41127
35.881,54843
35.888,44821
35.896,36735
35.903,36619
35.91,42834
35.918,37253
35.925,41942
35.932,45724
35.94,42102
35.947,39039
35.954,42739
35.962,42636
35.969,37676
35.976,39375
35.984,36172
35.991,34560
35.998,48939
36.006,45787
36.013,39145
36.02,37205
36.028,45638
36.035,43064
36.042,44769
36.049,39787
36.057,40037
36.064,38667
36.071,44510
36.079,34939
36.086,40195
36.093,40705
36.101,40881
36.108,49942
36.115,41343
36.123,53592
36.13,49131
36.137,47853
36.145,49275
36.152,43119
36.159,45409
36.167,51482
36.174,38052
36.181,47244
36.189,45317
36.196,46037
36.203,35915
36.211,48442
36.218,40472
36.225,40309
36.233,42014
36.24,38042
36.247,41009
36.255,42955
36.262,40824
36.269,44246
36.276,42199
36.284,40570
36.291,36547
36.298,53830
36.306,40911
36.313,43510
36.32,49677
36.328,53867
36.335,50633
36.342,46093
36.35,48950
36.357,47153
36.364,42126
36.372,49938
36.379,45047
36.386,44507
36.394,42688
36.401,52936
36.408,53341
36.416,46991
36.423,45252
36.43,41298
36.438,41756
36.445,38405
36.452,48408
36.46,42394
36.467,45026
36.474,42338
36.481,47494
36.489,43336
36.496,41548
36.503,50243
36.511,46865
36.518,42152
36.525,43593
36.533,51142
36.54,48463
36.547,45510
36.555,38060
36.562,44168
36.569,41875
36.577,44253
36.584,36401
36.591,40187
36.599,44315
36.606,42444
36.613,39845
36.621,41735
36.628,43708
36.635,43673
36.643,41502
36.65,43036
36.657,44380
36.665,40461
36.672,48834
36.679,41892
36.687,44854
36.694,52423
36.701,55663
36.708,63496
36.716,56107
36.723,53329
36.73,41960
36.738,43978
36.745,49023
36.752,49755
36.76,40993
36.767,55497
36.774,44765
36.782,48423
36.789,56389
36.796,47840
36.804,49838
36.811,54472
36.818,50958
36.826,50679
36.833,51439
36.84,58219
36.848,56178
36.855,51340
36.862,52062
36.87,47851
36.877,48370
36.884,52315
36.892,48164
36.899,55770
36.906,49620
36.913,41241
36.921,46655
36.928,48586
36.935,55824
36.943,52151
36.95,53169
36.957,59577
36.965,58636
36.972,55902
36.979,56790
36.987,56277
36.994,45845
37.001,54864
37.009,51820
37.016,46942
37.023,44263
37.031,48213
37.038,44494
37.045,51486
37.053,47824
37.06,51767
37.067,47863
37.075,50911
37.082,48732
37.089,41120
37.097,38082
37.104,45973
37.111,43759
37.119,42532
37.126,49734
37.133,41018
37.14,54030
37.148,48583
37.155,49506
37.162,49543
37.17,43052
37.177,52171
37.184,50088
37.192,54129
37.199,46763
37.206,54507
37.214,55561
37.221,52633
37.228,53009
37.236,46978
37.243,60544
37.25,53381
37.258,48318
37.265,47512
37.272,47028
37.28,49678
37.287,48648
37.294,52841
37.302,53470
37.309,54400
37.316,50630
